model,contrast,target_budget_seconds,reference_budget_seconds,subject_id,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
lightgbm,900s_minus_300s,900,300,21a031f6,0.0055899842446115455,0.0176119378733407,0.11146634120003518,-0.10028637271081209,0.01936444728163278,0.026841034134127972
lightgbm,900s_minus_300s,900,300,30908049,0.02375867425699274,0.03156935953141071,0.005707366357108223,0.04180998215687748,-0.008761085951521919,0.02360776444369539
lightgbm,900s_minus_300s,900,300,30c140ca,-0.04979288356156519,-0.05469124000990799,-0.02330990698096802,-0.07627586014216248,-0.014545295106318634,-0.03753776358856653
lightgbm,900s_minus_300s,900,300,3110e0c7,-0.0064589246181616655,-0.004651887347996708,-0.050120208692203905,0.037202359455880685,0.0005514797689486484,-5.0940897239004634e-05
lightgbm,900s_minus_300s,900,300,40009139,-0.0031971458449620016,-0.0009972901141991342,-0.028702746352980646,0.02230845466305653,-0.0007155530237289431,0.0002549368066895319
lightgbm,900s_minus_300s,900,300,40f0714a,0.008588435374149661,0.013084847619977191,-0.0035714285714286698,0.020748299319727992,-0.005784816058437836,0.012898009909606545
lightgbm,900s_minus_300s,900,300,41e2010c,0.01156731511059006,0.02486455871794524,0.014166691774537998,0.008967938446641899,-0.0053365658282252815,0.020438060098464494
lightgbm,900s_minus_300s,900,300,5001d09a,-0.004370461530842307,-0.0030875127100801203,0.007435025292168218,-0.016175948353852165,0.0017527533321767264,-0.0016461534444603965
lightgbm,900s_minus_300s,900,300,50c02189,0.008572856518822447,0.05216161211096271,-0.12220586905566466,0.13935158209330922,-0.0031695796707751356,0.049554069472926954
lightgbm,900s_minus_300s,900,300,517001af,-0.013665994220744437,-0.02942805222963485,0.04226668985284132,-0.06959867829433031,-0.024288284866969434,-0.032138363319276775
lightgbm,900s_minus_300s,900,300,6030f0fd,0.0006021231470874078,0.0008362258501730668,0.0012042462941749266,0.0,0.0002878641427105366,0.001034287864145167
lightgbm,900s_minus_300s,900,300,7072a0e0,0.007870505889381985,0.018027553487511283,0.10605907327566311,-0.09031806149689936,0.00035549600258144576,0.01775463718919079
lightgbm,900s_minus_300s,900,300,7092f07b,0.03358891419793186,0.04661911295595256,0.017961219515746807,0.04921660888011692,0.014550313794415182,0.040321658627353374
lightgbm,900s_minus_300s,900,300,7150e10a,0.007607669359006697,0.008948158106199866,-0.01239571329302147,0.027611052011034642,-0.0002900818832530794,0.0062002001429859455
lightgbm,900s_minus_300s,900,300,71a251fa,0.011279230396388784,-0.008930037227402043,-0.0667753859534681,0.08933384674624556,0.014264047170421179,-0.02568914648836418
lightgbm,900s_minus_300s,900,300,71c09041,0.09305038953885947,0.10261671380982251,0.04724887573750203,0.1388519033402169,0.037248512479966966,0.06472389396557476
lightgbm,900s_minus_300s,900,300,71e10186,0.0026680635970646183,0.0024828559813507844,0.00567330075508421,-0.00033717356095464,0.001589066405533246,0.0021351375481523105
lightgbm,900s_minus_300s,900,300,71f0603f,0.008396906593396092,0.008201341892995817,0.01621252778479587,0.0005812854019964231,0.004354035283702262,0.007523997099400659
lightgbm,900s_minus_300s,900,300,71f21142,0.023286098722576587,0.03765602339692842,0.04868835930528903,-0.0021161618601356347,0.011380532034508395,0.03337489202859378
lightgbm,900s_minus_300s,900,300,8030618f,-0.01903064059684878,0.015077644345696917,0.05978317653842946,-0.09784445773212691,0.00863042694170535,0.02959433272395462
lightgbm,900s_minus_300s,900,300,8191f1d9,0.026988705356597587,0.14147222483126876,0.2719855195551368,-0.21800810884194144,0.020315508154942985,0.19990613711260186
lightgbm,900s_minus_300s,900,300,81e150c1,-0.001168609949337096,-0.0018264268157107688,-0.005422864929104043,0.003085645030430184,-0.0024871098985264073,-0.002155803107256049
lightgbm,900s_minus_300s,900,300,81f1f0fe,-0.005034110777187739,0.008429277648898559,-0.07595331621381918,0.06588509465944359,-0.002406433633629468,0.020808762699314864
lightgbm,900s_minus_300s,900,300,a02151ac,-0.005775473963340549,-0.02630240212981272,-0.044553107560920235,0.03300215963423847,0.025774431230053074,-0.0045338855032277525
lightgbm,900s_minus_300s,900,300,a1721173,0.0,0.0,0.0,0.0,0.0,0.0
lightgbm,900s_minus_300s,900,300,a1b210fc,-0.008258807818723346,0.013537473075327822,0.049083699351706755,-0.06560131498915311,0.004018784491514604,0.022043544668456372
lightgbm,900s_minus_300s,900,300,b0700166,-0.010861587724795951,0.009564792422284585,0.04888598326174887,-0.07060915871134077,0.004679329794712639,0.02792212879608169
lightgbm,900s_minus_300s,900,300,b112005d,0.01347829039327808,0.0007047534647287579,0.03691675111230308,-0.00996017032574692,0.0046035657992170576,-0.02524670752238023
lightgbm,900s_minus_300s,900,300,b1c2f044,0.04598067234680636,0.03800373571351556,-0.07417895627381699,0.1661403009674296,-0.00819815479856345,0.024702248302595153
lightgbm,900s_minus_300s,900,300,c060c06a,0.02559380584225679,0.026920389245757903,0.05495071239689031,-0.0037631007123765103,0.00834193686804463,0.022354722782909953
lightgbm,900s_minus_300s,900,300,c112918e,0.042269310055387366,0.05025464252241518,-0.014896790618258549,0.09943541072903328,-0.005457968109219724,0.026736018405456585
lightgbm,900s_minus_300s,900,300,c1a150b1,0.00023387057437407321,0.03203398773134325,0.0561560435230648,-0.055688302374316656,0.027222827978091835,0.04538637417170488
lightgbm,900s_minus_300s,900,300,d0724095,0.00972542266298837,0.014739084198883812,-0.03702153615801029,0.05647238148398692,-0.0018713451901831712,0.007470736088791341
lightgbm,900s_minus_300s,900,300,d0e2d025,0.01644075247384713,0.01355182735307836,0.04639645206495724,-0.013514947117263199,-0.006625451507560776,0.007067145678806841
lightgbm,900s_minus_300s,900,300,d111e017,-0.0006222795967626427,-0.0003971434123226647,0.0021706594245275435,-0.0034152186180526067,-0.001089491765023376,-0.00040359398771938615
lightgbm,900s_minus_300s,900,300,d142d110,0.005250388950824969,0.004784700352832738,0.020930096176401625,-0.010429318274751576,-0.00384534451110341,-0.006916195271553627
lightgbm,900s_minus_300s,900,300,d151b0c4,-0.009906221609403465,-0.0015490157091346823,0.007238290628556188,-0.02705073384736323,0.006208416242690196,0.0048401072805799306
lightgbm,900s_minus_300s,900,300,d18000a3,0.001993994333029714,0.0070933506976667005,0.008921302391924346,-0.0049333137258651405,-0.0005596198465693814,0.005832507963113742
lightgbm,900s_minus_300s,900,300,e0c0408a,-0.0029183019630574236,0.0037325593702783877,0.03144979388659874,-0.03728639781271348,0.0025382426452679185,0.009615065961379066
lightgbm,900s_minus_300s,900,300,f0f2a1e1,0.003910627872414141,-0.004423484815318068,0.046530142394550666,-0.038708886649722385,-0.0018208268081691958,-0.002814670488712423
lightgbm,900s_minus_300s,900,300,f121f1e0,0.021760999029171724,0.026256351098868258,-0.07659988458471045,0.12012188264305379,0.004020426980298253,0.02636938632462671
lightgbm,900s_minus_300s,900,300,f1a0c120,0.008529037691148988,0.017750728720576703,0.05416285440082369,-0.03710477901852571,0.010124910144449606,0.02078769445444928
lightgbm,900s_minus_300s,900,300,f1d06060,0.04163318163773877,0.052636165480597574,-0.013800710253706328,0.0970670735291842,0.010146593533894799,0.052947840907499155
