model,contrast,target_budget_seconds,reference_budget_seconds,subject_id,delta_balanced_accuracy,delta_macro_f1,delta_low_recall,delta_high_recall,delta_precision,delta_accuracy
xgboost,1800s_minus_900s,1800,900,81e150c1,-0.002649672005905046,0.006003250298324603,-0.02932330827067664,0.02402396425886666,0.004242269478537564,0.009143002662227673
xgboost,1800s_minus_900s,1800,900,81f1f0fe,-0.009477319756343028,-0.007292743738290586,-0.05210580807518128,0.03315116856249556,-0.003370544893084526,-0.0030327040585036436
xgboost,1800s_minus_900s,1800,900,a02151ac,0.016912705447081233,0.034923076322117,0.028552394105375023,0.0052730167887874435,-0.0027689486421279552,0.012002372348900225
xgboost,1800s_minus_900s,1800,900,a1721173,0.0,0.0,0.0,0.0,0.0,0.0
xgboost,1800s_minus_900s,1800,900,a1b210fc,0.02190335507202812,0.030024048241309775,0.02737395634151607,0.01643275380254028,0.013931576790804145,0.027634290829391617
xgboost,1800s_minus_900s,1800,900,b0700166,0.008438228191236519,0.0015134916981605073,0.01904767453525713,-0.0021712181527840935,-0.014713678407800024,-0.014345474701910277
xgboost,1800s_minus_900s,1800,900,b112005d,0.011366224791166779,0.01873793377692501,0.014888835065662964,0.007843614516670594,5.3532000233946775e-05,0.0184909699528657
xgboost,1800s_minus_900s,1800,900,b1c2f044,0.0001427347610249985,-0.0040667586201821315,0.017932528345579457,-0.01764705882352935,-0.005504781500683342,-0.005152983708468284
xgboost,1800s_minus_900s,1800,900,c060c06a,0.014053138710874324,0.015175144708619137,0.04437570878233266,-0.01626943136058412,-0.015509717851915905,0.000652995562930414
xgboost,1800s_minus_900s,1800,900,c112918e,0.0537564658869929,0.07933524342093845,0.10236221011233526,0.005150721661650315,0.02660431481850889,0.06823140478061895
xgboost,1800s_minus_900s,1800,900,c1a150b1,0.04659156617627014,0.08351265256085105,0.05873904328899082,0.034444089063549344,0.00867726031003535,0.080346699833583
xgboost,1800s_minus_900s,1800,900,d0724095,-0.009432388167738615,-0.011437586462596183,-0.02192600082527274,0.003061224489795844,-0.0011919845369847692,-0.004557871054386542
xgboost,1800s_minus_900s,1800,900,d0e2d025,-0.000808717355745614,0.005676174985556948,-0.02541509533815811,0.023797660626666772,0.005898402082700649,0.00810940124012427
xgboost,1800s_minus_900s,1800,900,d111e017,-0.0006803876834458045,-0.0007091272662425041,-0.000655307994757548,-0.000705467372134061,-0.0007160255331732923,-0.0007143035718749635
xgboost,1800s_minus_900s,1800,900,d151b0c4,-0.0032879197684366757,-0.004134304970041636,-0.028065727834672205,0.02148988829779852,0.0009832492120606107,-0.001444099775001817
xgboost,1800s_minus_900s,1800,900,d18000a3,0.00028376980255029327,-0.0038060623899764945,0.006408487274590535,-0.00584094766949006,-0.004494861816320528,-0.0031751876984241756
xgboost,1800s_minus_900s,1800,900,f0f2a1e1,-0.0025220363634116394,0.006188550111211111,-0.03465937074597847,0.0296152980191553,0.007712191468261964,0.007914419458585509
xgboost,1800s_minus_900s,1800,900,f121f1e0,0.0157264238909417,0.023646697059862665,0.005743776446404225,0.02570907133547884,0.007469809265089666,0.023071777419083728
xgboost,1800s_minus_900s,1800,900,f1a0c120,0.016858355915347567,-0.0010886082048630064,0.1024043202710937,-0.06868760844039845,0.0027367977732857263,-0.02697953864737135
xgboost,1800s_minus_900s,1800,900,f1d06060,0.0038150964081193894,-0.002510227221630079,0.014087330018126676,-0.006457137201887786,-0.002172223406101903,-0.00401767222598115
lightgbm,1200s_minus_900s,1200,900,0001508a,-0.004595575010319597,-0.00785238807956623,-0.007468638982325859,-0.0017225110383137787,-0.008789360882886399,-0.006476930394799463
lightgbm,1200s_minus_900s,1200,900,0012905a,0.003026541807297556,0.003156050167257174,-0.004454354543527939,0.010507438158122495,0.0035400025560790027,0.0031749615839282708
lightgbm,1200s_minus_900s,1200,900,0110f12e,-0.001965114449580363,-0.00295642857323386,-0.0038419027780730586,-8.832612108777838e-05,-0.004064786944691812,-0.003869990667943801
lightgbm,1200s_minus_900s,1200,900,0182e16c,-0.0010271895624415217,0.004070234715499166,0.006549120044654577,-0.008603499169536954,0.006078355514290812,0.007302041144128135
lightgbm,1200s_minus_900s,1200,900,01c2a0d8,0.001935153557973357,0.003634841766832708,-0.019142973040190636,0.02301328015613735,-0.0023540996757859256,0.004171739617552461
lightgbm,1200s_minus_900s,1200,900,1081b177,0.014586251829519226,0.012210453040315872,0.0499046103695201,-0.020732106710481313,0.008198752127306363,0.0014164904023661329
