model,outer_fold,subject_id,pm,calibration_low,calibration_high,calibration_extreme,budget_fully_available,logit_calibration_eligible,logit_calibration_applied,logit_offset,equivalent_original_probability_threshold,frozen_median_threshold,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_brier,personalized_brier,brier_improvement,zero_shot_log_loss,personalized_log_loss,log_loss_improvement,zero_shot_ece10,personalized_ece10,zero_shot_balanced_accuracy,frozen_median_balanced_accuracy,candidate_balanced_accuracy,delta_balanced_accuracy_vs_median,delta_balanced_accuracy_vs_zero,zero_shot_macro_f1,frozen_median_macro_f1,candidate_macro_f1,delta_macro_f1_vs_median,delta_macro_f1_vs_zero
xgboost,3,21a031f6,excitement,39,57,96,True,True,True,0.701438877503088,0.3314932874054285,0.4973024085629731,183,153,336,b5eb3768aff2b244c185f4b7f4f7790249d813ffacee0774b1e0742ecbc049c8,0.1624386589011467,0.1498788580576648,0.012559800843481905,0.710721733564201,0.6136931319616511,0.09702860160254989,0.15417773108278623,0.1359821139032641,0.7907960998607093,0.7907960998607093,0.8044037287045966,0.013607628843887332,0.013607628843887332,0.7939758695180508,0.7939758695180508,0.8083895033047576,0.014413633786706792,0.014413633786706792
lightgbm,3,21a031f6,excitement,39,57,96,True,True,True,0.6080432029967415,0.352505698885032,0.4827930758586831,183,153,336,b5eb3768aff2b244c185f4b7f4f7790249d813ffacee0774b1e0742ecbc049c8,0.1440824771189003,0.12702845863703377,0.017054018481866523,0.5277280565316834,0.450386130652625,0.07734192587905842,0.14753174496968036,0.11109546798011488,0.8049930354655523,0.8082610093217615,0.8169398907103824,0.00867888138862094,0.011946855244830079,0.808909952606635,0.8123988606145489,0.8214615320077188,0.009062671393169852,0.012551579401083757
xgboost,3,21a031f6,stress,69,74,143,True,True,True,-4.021812333048839,0.9823950314398473,0.8172483742237091,363,119,482,56814786cf9381a8b0d89103c578b35ff0d03bc88d45b86cc7ccebdc35f987bc,0.202040656168936,0.07889004402406892,0.12315061214486707,0.8535683234551594,0.24666673404892994,0.6069015894062295,0.23863314790536477,0.05553269263277294,0.84290575734426,0.8662522860383823,0.8945528624673009,0.02830057642891859,0.05164710512304094,0.7481713688610241,0.7847997349963274,0.8610951008645533,0.07629536586822594,0.11292373200352923
lightgbm,3,21a031f6,stress,69,74,143,True,True,True,-2.195728822217448,0.8998653014740198,0.8101511280855606,363,119,482,56814786cf9381a8b0d89103c578b35ff0d03bc88d45b86cc7ccebdc35f987bc,0.19643148891495832,0.0966232733399067,0.09980821557505162,0.678480530919009,0.28975128811099354,0.3887292428080154,0.25488855999755367,0.10437162034661614,0.8291316526610644,0.8813343519225871,0.8838808250572956,0.00254647313470846,0.05474917239623123,0.7289488725408854,0.8104451785433381,0.8251405768184292,0.014695398275091143,0.09619170427754387
xgboost,3,21a031f6,relaxation,33,63,96,True,True,True,-0.7632202080497408,0.6820524671478915,0.5414657779037952,257,147,404,6174892bbca5c8d59b85f673803dbe1622b23cf883ae8da9ae614d96285b1239,0.14217466135299694,0.13756988686208613,0.004604774490910818,0.48698214155721575,0.49320871527353777,-0.006226573716322015,0.09425749331210068,0.0859021455322471,0.7958257232854231,0.7904920723153075,0.779824770375076,-0.010667301940231466,-0.016000952910347088,0.7882859860125383,0.7879265091863517,0.78612732455545,-0.0017991846309016735,-0.002158661457088318
lightgbm,3,21a031f6,relaxation,33,63,96,True,True,True,-0.6459377832870756,0.6560944684498434,0.5968002328168691,257,147,404,6174892bbca5c8d59b85f673803dbe1622b23cf883ae8da9ae614d96285b1239,0.15874343398012397,0.14916054296359274,0.009582891016531231,0.48287464940204744,0.4603203363357985,0.022554313066248943,0.10508497891344935,0.09323270651982564,0.7856084067868392,0.7632679530956352,0.7681383837581726,0.0048704306625373395,-0.017470023028666626,0.7746793084216397,0.7597359735973597,0.7677470512439291,0.008011077646569387,-0.006932257177710621
xgboost,3,21a031f6,interest,26,24,50,True,True,True,-0.8636614730785357,0.7034250729251375,0.5451667048037052,140,143,283,050b2959f55e2374f84b541f829036fd0011ce16e69e3bd98e491e290417f21e,0.14451676939265548,0.15436549191856594,-0.009848722525910458,0.5488743099226464,0.5905960019604471,-0.04172169203780074,0.09839235536057697,0.11661761494527095,0.8165334665334665,0.8272477522477523,0.8064935064935065,-0.02075424575424578,-0.010039960039959994,0.8161970423661071,0.826716651046548,0.8046781864498237,-0.022038464596724316,-0.011518855916283433
lightgbm,3,21a031f6,interest,26,24,50,True,True,True,-0.5094206545982811,0.6246706525651201,0.5493479420418775,140,143,283,050b2959f55e2374f84b541f829036fd0011ce16e69e3bd98e491e290417f21e,0.1383826885232848,0.150899244926998,-0.012516556403713186,0.4433493389675413,0.47678235507188554,-0.03343301610434424,0.04471032826595811,0.09947980888100652,0.7955544455544455,0.7922827172827174,0.7751748251748252,-0.01710789210789221,-0.020379620379620378,0.7947428971588635,0.7906726007647464,0.7707341772151899,-0.01993842354955655,-0.024008719943673595
xgboost,3,21a031f6,focus,45,45,90,True,True,True,-1.4933156489651336,0.8165754118792685,0.7670456171035767,134,158,292,9086497b446e47f817c97f0e6ef01e0d116572d5fe1dbef4e726b50478572716,0.210120078063239,0.23619327573959895,-0.026073197676359933,0.6769569386941166,0.8582969192033691,-0.1813399805092526,0.151788498717121,0.1999949943139407,0.7186378235405252,0.7087190629132817,0.7135839788399774,0.00486491592669569,-0.005053844700547816,0.7155899782902071,0.691731017875995,0.6939786585365854,0.0022476406605903554,-0.02161131975362174
lightgbm,3,21a031f6,focus,45,45,90,True,True,True,-0.8442893699345717,0.6993678371105534,0.683910302402496,134,158,292,9086497b446e47f817c97f0e6ef01e0d116572d5fe1dbef4e726b50478572716,0.20686355498970826,0.24077866537457504,-0.033915110384866776,0.6050450351843061,0.7282129577683002,-0.12316792258399412,0.11644724076593439,0.20447578780929382,0.684063857925562,0.6756092952956736,0.6799074249008124,0.004298129605138756,-0.004156433024749662,0.6735510444248308,0.648023143683703,0.6502909403239661,0.002267796640263109,-0.023260104100864765
xgboost,4,30908049,attention,17,23,40,True,True,True,-0.7675299647127447,0.682986333455474,0.7254329323768616,182,95,277,a98f3daa6cfe4a1080c3d8e31249fc53c73e2c84c5dab3e58e906a150b305f0d,0.2575578274782465,0.2376248068675248,0.01993302061072172,0.8212354465387208,0.7766083173864436,0.04462712915227718,0.22535612628965834,0.17724696805259194,0.640427993059572,0.6406882591093117,0.6317524580682475,-0.008935801041064173,-0.008675534991324452,0.6300717304806356,0.6450056539766302,0.6327062903437323,-0.012299363632897964,0.002634559863096686
lightgbm,4,30908049,attention,17,23,40,True,True,True,-0.8754332114356431,0.7058749772640629,0.7379303047497432,182,95,277,a98f3daa6cfe4a1080c3d8e31249fc53c73e2c84c5dab3e58e906a150b305f0d,0.26055911712069335,0.21701968477948103,0.043539432341212325,0.7343551180835124,0.6345882236568647,0.09976689442664766,0.2232228949599053,0.10785203388340507,0.6083574320416426,0.6168883747831116,0.6452573742047427,0.02836899942163107,0.03689994216310011,0.5765865485979338,0.620571045902837,0.6469786860030763,0.026407640100239327,0.0703921374051425
xgboost,4,30908049,engagement,59,50,109,True,True,True,5.074491006352467,0.006215396252617531,0.0200567053107079,167,183,350,3e392d28dfa253fd64d771e858c3ac39a499bd3914353036b4116bd2a0d30b10,0.394370114435657,0.18816352437080544,0.20620659006485156,1.8900428237455744,0.6167790462457049,1.2732637774998694,0.41403051125127094,0.15916918576295924,0.5699911652105625,0.6841889990510781,0.7506626092078139,0.06647361015673581,0.18067144399725144,0.47572296800908304,0.6721950087442292,0.7485385846314621,0.07634357588723284,0.272815616622379
lightgbm,4,30908049,engagement,59,50,109,True,True,True,2.4304977411861417,0.080876459676889,0.0967512590189973,167,183,350,3e392d28dfa253fd64d771e858c3ac39a499bd3914353036b4116bd2a0d30b10,0.3354237132445838,0.17445938301711753,0.16096433022746628,1.087445407289983,0.5153330549405369,0.5721123523494461,0.36731513297825336,0.11771299004686916,0.5702529367494519,0.7224403651712967,0.7331075553810412,0.010667190209744493,0.16285461863158934,0.47302805082713983,0.7151875323650532,0.727394216658058,0.012206684293004866,0.2543661658309182
xgboost,4,30908049,excitement,34,109,143,True,True,True,-4.86754355010126,0.9923664811461244,0.9882242530584336,63,341,404,7e747215e2eca91ccba730a64c0e4d26ced5e20adea7282819c0ceacd3554705,0.0999141634671119,0.20057503770163884,-0.10066087423452694,0.4196070420049698,0.7500681496553534,-0.3304611076503836,0.08758897649398797,0.2210219071337291,0.7016943629846856,0.7665828794861053,0.7495927012056045,-0.016990178280500756,0.047898338220918935,0.7318160265528686,0.6788470908018565,0.6460327795059764,-0.03281431129588008,-0.08578324704689222
lightgbm,4,30908049,excitement,34,109,143,True,True,True,-3.1189110055156934,0.9576661004235935,0.9788466938675154,63,341,404,7e747215e2eca91ccba730a64c0e4d26ced5e20adea7282819c0ceacd3554705,0.08150321947628796,0.18183488985788815,-0.1003316703816002,0.2678599033257325,0.5864537913070653,-0.3185938879813328,0.040837688658667215,0.2679246715825161,0.7248987571568217,0.7744495647721454,0.822487548294,0.04803798352185451,0.09758879113717822,0.7643726045659056,0.5944533289026426,0.6862935801403978,0.09184025123775519,-0.07807902442550785
xgboost,4,30908049,stress,7,10,17,True,False,False,0.0,0.4912342131137848,0.4912342131137848,47,115,162,bd791354ca5d7a4deb6ab849f96434e84f8e194838f5ddd2ef31f7587115addc,0.1689864769784948,0.1689864769784948,0.0,0.6329523252999429,0.6329523252999429,0.0,0.20360560167586142,0.20360560167586142,0.843940795559667,0.843940795559667,0.843940795559667,0.0,0.0,0.7837641062977794,0.7837641062977794,0.7837641062977794,0.0,0.0
lightgbm,4,30908049,stress,7,10,17,True,False,False,0.0,0.4630854839621094,0.4630854839621094,47,115,162,bd791354ca5d7a4deb6ab849f96434e84f8e194838f5ddd2ef31f7587115addc,0.13811649049311886,0.13811649049311886,0.0,0.44001045005148676,0.44001045005148676,0.0,0.19910757454948738,0.19910757454948738,0.8395929694727104,0.8482886216466234,0.8482886216466234,0.0,0.008695652173912993,0.7779032258064515,0.7896445382243142,0.7896445382243142,0.0,0.011741312417862693
xgboost,4,30908049,relaxation,48,16,64,True,True,True,-0.395420354215849,0.5975868554113972,0.4700719160027802,158,100,258,0df7fbf9ed85d781fa76b42d46a59e14bf704a70a5159bae7604623f6ff16c88,0.10210574790541059,0.10085005450622388,0.0012556933991867136,0.3419698788720556,0.3486497457380757,-0.006679866866020123,0.05797499909313894,0.060581060740309625,0.8443670886075949,0.8380379746835442,0.8438607594936709,0.005822784810126658,-0.0005063291139240089,0.847495806374311,0.839886701780628,0.8500484339683565,0.010161732187728534,0.002552627594045509
