model,outer_fold,subject_id,pm,calibration_low,calibration_high,calibration_extreme,budget_fully_available,logit_calibration_eligible,logit_calibration_applied,logit_offset,equivalent_original_probability_threshold,frozen_median_threshold,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_brier,personalized_brier,brier_improvement,zero_shot_log_loss,personalized_log_loss,log_loss_improvement,zero_shot_ece10,personalized_ece10,zero_shot_balanced_accuracy,frozen_median_balanced_accuracy,candidate_balanced_accuracy,delta_balanced_accuracy_vs_median,delta_balanced_accuracy_vs_zero,zero_shot_macro_f1,frozen_median_macro_f1,candidate_macro_f1,delta_macro_f1_vs_median,delta_macro_f1_vs_zero
xgboost,4,b112005d,focus,59,13,72,True,True,True,-3.755340021193609,0.9771422055372028,0.6588631272315979,105,201,306,aa07bff06a5a8e4c34bb577bf16967911046d4055d3df3e1a6160cac54de20df,0.22362501829288975,0.41687325978011364,-0.1932482414872239,0.7695921037528113,1.7072832662397515,-0.9376911624869402,0.1929419487496013,0.41831938497755045,0.6842928216062545,0.6778251599147121,0.5943852167732765,-0.08343994314143566,-0.089907604832978,0.6737295825771326,0.653781512605042,0.493372001168692,-0.16040951143635002,-0.18035758140844055
lightgbm,4,b112005d,focus,59,13,72,True,True,True,-2.3846627904205446,0.9156502628943594,0.5862935492879391,105,201,306,aa07bff06a5a8e4c34bb577bf16967911046d4055d3df3e1a6160cac54de20df,0.21160627115166286,0.3886757689557429,-0.17706949780408004,0.6225715740503518,1.2674012594110133,-0.6448296853606615,0.17345277804254647,0.4245239415052296,0.6737029140014215,0.6676616915422886,0.5912579957356077,-0.07640369580668094,-0.0824449182658138,0.656275371183896,0.639607415485278,0.47558699282837213,-0.16402042265690586,-0.18068837835552387
xgboost,4,b1c2f044,attention,104,9,113,True,False,False,0.0,0.0168011187433876,0.0168011187433876,86,170,256,a531c6b2007dca49f5a36f67389a6bf43e494c738da7a150d17aa42a9b2139f4,0.398344223071123,0.398344223071123,0.0,1.6095837435531672,1.6095837435531672,0.0,0.4687099450735892,0.4687099450735892,0.620656634746922,0.850547195622435,0.850547195622435,0.0,0.22989056087551296,0.48616947876811134,0.8232697031483295,0.8232697031483295,0.0,0.33710022438021814
lightgbm,4,b1c2f044,attention,104,9,113,True,False,False,0.0,0.0906587110093065,0.0906587110093065,86,170,256,a531c6b2007dca49f5a36f67389a6bf43e494c738da7a150d17aa42a9b2139f4,0.33180228594009775,0.33180228594009775,0.0,1.0308265612584981,1.0308265612584981,0.0,0.4299147809055032,0.4299147809055032,0.638235294117647,0.8564295485636115,0.8564295485636115,0.0,0.21819425444596452,0.5081152854799657,0.8308597212150513,0.8308597212150513,0.0,0.3227444357350856
xgboost,4,b1c2f044,engagement,96,42,138,True,True,True,0.7134231872221088,0.32884288265019246,0.4719574418268166,228,69,297,0346616ff7480d6a16abbdb107b2eeea8c02b778841e12db21ac727452f1437e,0.12345283823657595,0.11896830610977518,0.004484532126800764,0.4847144393626141,0.42433081467330164,0.060383624689312465,0.11832684672014912,0.11362815050342447,0.7070938215102975,0.7266399694889397,0.7367467581998475,0.010106788710907755,0.029652936689549936,0.7397119341563786,0.7579282750444576,0.7643197229836964,0.006391447939238848,0.024607788827317845
lightgbm,4,b1c2f044,engagement,96,42,138,True,True,True,0.1825635381567694,0.4544854598264281,0.4602317307313556,228,69,297,0346616ff7480d6a16abbdb107b2eeea8c02b778841e12db21ac727452f1437e,0.11811045903833527,0.11595654873832208,0.00215391030001319,0.4247375812526224,0.40710402806559676,0.01763355318702564,0.10656299223995883,0.10326434323774698,0.7209191456903128,0.7187261632341724,0.7187261632341724,0.0,-0.002192982456140413,0.7588540055675843,0.7549175766182425,0.7549175766182425,0.0,-0.003936428949341764
xgboost,4,b1c2f044,excitement,110,27,137,True,True,True,-3.272364029969875,0.9634684696623441,0.5002475127548678,200,102,302,8d08c3eed7bc5a1c88f74188adb256cd9f678dd66d87778b83c3b40eef3f412a,0.05733878957971306,0.08819130781782618,-0.030852518238113115,0.2575596379679371,0.495316673273308,-0.23775703530537085,0.06023667715060023,0.09389436721836562,0.9091666666666667,0.9091666666666667,0.855343137254902,-0.053823529411764715,-0.053823529411764715,0.9232138316806509,0.9232138316806509,0.8797259983007647,-0.043487833379886154,-0.043487833379886154
lightgbm,4,b1c2f044,excitement,110,27,137,True,True,True,-1.8043731044555167,0.858680436922628,0.5078390473187797,200,102,302,8d08c3eed7bc5a1c88f74188adb256cd9f678dd66d87778b83c3b40eef3f412a,0.048232903808691455,0.06972535678623155,-0.0214924529775401,0.16888098437153962,0.2740007020920883,-0.1051197177205487,0.040034293218620676,0.08051062774412315,0.9140686274509804,0.9140686274509804,0.8626470588235294,-0.05142156862745095,-0.05142156862745095,0.927259358797206,0.927259358797206,0.8848767663489977,-0.0423825924482083,-0.0423825924482083
xgboost,4,b1c2f044,stress,74,23,97,True,True,True,-1.9897911288333168,0.8797210382231649,0.5018213321454823,77,62,139,063b0676a7d67f9255b74979f7b82651d18ed0be924f2e66936f24c02564f901,0.13207123187092423,0.1255184398133287,0.006552792057595541,0.5593355136138489,0.44938771344358774,0.10994780017026118,0.10604835607165058,0.1051474916656053,0.8443653121072476,0.8443653121072476,0.834939254294093,-0.009426057813154642,-0.009426057813154642,0.8345323741007195,0.8345323741007195,0.8332898785002868,-0.0012424956004326582,-0.0012424956004326582
lightgbm,4,b1c2f044,stress,74,23,97,True,True,True,-1.1476935798885064,0.7590893877806528,0.4774580930964923,77,62,139,063b0676a7d67f9255b74979f7b82651d18ed0be924f2e66936f24c02564f901,0.10821664076695625,0.10150725876070758,0.006709382006248668,0.36265253339389336,0.3202716911295582,0.04238084226433514,0.10386330720666978,0.049494143825264875,0.8719103477167993,0.8719103477167993,0.8528487641390867,-0.019061583577712593,-0.019061583577712593,0.8632810477817466,0.8632810477817466,0.8539302227826818,-0.00935082499906481,-0.00935082499906481
xgboost,4,b1c2f044,relaxation,31,38,69,True,True,True,2.5635253949716494,0.07152307557729172,0.4905121396877803,91,229,320,a66578fc6358b6377fd715b28cc44ba82e4f6c627072916ef79d194afae6a6c7,0.05348636799497617,0.08591287867769157,-0.0324265106827154,0.20821275178517978,0.33343565021214816,-0.12522289842696838,0.04121682059567319,0.09169887079581807,0.912231872930563,0.912231872930563,0.8231201113297183,-0.08911176160084466,-0.08911176160084466,0.914975845410628,0.914975845410628,0.8546309657420769,-0.06034487966855118,-0.06034487966855118
lightgbm,4,b1c2f044,relaxation,31,38,69,True,True,True,1.5480513266848321,0.17536789535325786,0.4659052112832334,91,229,320,a66578fc6358b6377fd715b28cc44ba82e4f6c627072916ef79d194afae6a6c7,0.05211363575702921,0.07991353539970744,-0.027799899642678233,0.18454768398258242,0.2730826128351381,-0.0885349288525557,0.04653711240845372,0.09758890304392567,0.9056096741686261,0.9077930802821632,0.8231201113297183,-0.08467296895244492,-0.08248956283890785,0.9137931034482758,0.9174193548387097,0.8546309657420769,-0.06278838909663287,-0.059162137706198936
xgboost,4,b1c2f044,interest,105,19,124,True,True,True,-3.62272158198013,0.9739849739930698,0.5315286032855511,234,60,294,f231a3e9df0f20718b613ed7d7e6b9de94b8cce2075ec92fdf5b6e241d288b9f,0.2191804733610937,0.08441998364168214,0.13476048971941157,0.7707004192920591,0.2994127447732808,0.47128767451877834,0.25884044814821594,0.05295623256505961,0.8021367521367522,0.8085470085470086,0.8032051282051282,-0.005341880341880323,0.0010683760683760646,0.6876237948448876,0.6967468923565194,0.8050921861281826,0.10834529377166313,0.117468391283295
lightgbm,4,b1c2f044,interest,105,19,124,True,True,True,-2.7280117798827197,0.9386594594758961,0.6031294548279362,234,60,294,f231a3e9df0f20718b613ed7d7e6b9de94b8cce2075ec92fdf5b6e241d288b9f,0.1990647516150264,0.08688757000054226,0.11217718161448414,0.5885832193845755,0.28818341443761064,0.30039980494696483,0.2774330938117628,0.038172705751225944,0.7914529914529915,0.8027777777777778,0.7455128205128205,-0.057264957264957284,-0.045940170940171,0.6725718725718726,0.7099479309399835,0.7839460810044723,0.07399815006448873,0.11137420843259971
xgboost,4,b1c2f044,focus,120,24,144,True,True,True,-3.447653176332735,0.9691610762237775,0.4973408351652324,201,85,286,8f8b36cf636dc64729811ec241065a3667483100291310b23722efc0bfa0417f,0.15691796355885645,0.17331640107733315,-0.016398437518476694,0.6431233539503121,1.0133829554705747,-0.3702596015202626,0.1480248313920014,0.1702870390498536,0.7527363184079602,0.7527363184079602,0.6875621890547263,-0.06517412935323386,-0.06517412935323386,0.7654830973930533,0.7654830973930533,0.7116935483870968,-0.05378954900595656,-0.05378954900595656
lightgbm,4,b1c2f044,focus,120,24,144,True,True,True,-2.431706957713965,0.9192133824435317,0.4760329693644116,201,85,286,8f8b36cf636dc64729811ec241065a3667483100291310b23722efc0bfa0417f,0.1367327279368696,0.17248468670090603,-0.03575195876403642,0.43116163154978837,0.7020017686406017,-0.27084013709081334,0.10790853190330792,0.17429363961898153,0.7375768217734855,0.7375768217734855,0.66900790166813,-0.06856892010535554,-0.06856892010535554,0.7525601296188513,0.7525601296188513,0.6903606361532144,-0.06219949346563691,-0.06219949346563691
xgboost,1,c060c06a,attention,52,49,101,True,True,True,-1.8820202752864743,0.8678430071474929,0.7317550256848335,83,86,169,eb8d727273c0c421a049f443f3f7ae8a293e842d39d56931283349fd0efb50e6,0.17600725551699425,0.11260959226377293,0.06339766325322133,0.5647092603748451,0.3673843955262161,0.19732486484862904,0.1893115242737891,0.06361263544544386,0.7600868590641636,0.8207481087139255,0.8398711123564023,0.019123003642476877,0.0797842532922387,0.7539312754804892,0.8202127659574469,0.8400350569675723,0.019822291010125448,0.08610378148708309
lightgbm,1,c060c06a,attention,52,49,101,True,True,True,-1.835691730280454,0.8624383787637159,0.7730366289834667,83,86,169,eb8d727273c0c421a049f443f3f7ae8a293e842d39d56931283349fd0efb50e6,0.19239375411395823,0.10359279370605178,0.08880096040790646,0.5546692768932382,0.33776856541072103,0.21690071148251716,0.23679711765775752,0.11196067441799021,0.6929812272345195,0.8386102549733818,0.8288736340711684,-0.009736620902213389,0.13589240683664894,0.6666666666666667,0.8384035131210823,0.8283783310571838,-0.010025182063898463,0.1617116643905171
xgboost,1,c060c06a,engagement,48,87,135,True,True,True,-0.3844394645576771,0.5949434000037698,0.5308271422982216,98,84,182,600fdaf46a0b79041c15c1a3f9972f4b772b1388911edd38c067c77de2ffb5f0,0.1474350111704345,0.13971596885295995,0.007719042317474556,0.45044267049322617,0.42490909384419506,0.02553357664903111,0.12466891234094413,0.12066669455239899,0.7950680272108843,0.8001700680272108,0.8027210884353742,0.0025510204081633514,0.007653061224489832,0.7911835748792271,0.7966480446927375,0.8015988372093024,0.004950792516564828,0.010415262330075281
lightgbm,1,c060c06a,engagement,48,87,135,True,True,True,0.034593357328343066,0.491352523020624,0.5585559240579577,98,84,182,600fdaf46a0b79041c15c1a3f9972f4b772b1388911edd38c067c77de2ffb5f0,0.1255299573875914,0.1268225494263155,-0.0012925920387240886,0.37687120366537463,0.3800143665934203,-0.003143162928045673,0.09128882179929812,0.10037232759022885,0.7950680272108843,0.8188775510204082,0.8069727891156463,-0.011904761904761862,0.011904761904761973,0.7911835748792271,0.8180165439505499,0.8021978021978022,-0.015818741752747667,0.011014227318575154
xgboost,1,c060c06a,excitement,107,10,117,True,True,True,-7.738386861931497,0.9995644158442595,0.8400230407714844,126,34,160,e54ffb71f604e97bcafd2838613c608f11e60d7f72360e5b3de6354e8a0846cc,0.15958415643008433,0.07888866932560971,0.08069548710447462,0.572114730205673,0.31241540418231406,0.259699326023359,0.21920503448654927,0.1043426787188371,0.8690476190476191,0.8991596638655461,0.7941176470588236,-0.10504201680672254,-0.07492997198879547,0.761291197612912,0.8385794995964487,0.8440545808966862,0.005475081300237439,0.0827633832837742
lightgbm,1,c060c06a,excitement,107,10,117,True,True,True,-5.457744204921152,0.9957549356703518,0.7222615414902049,126,34,160,e54ffb71f604e97bcafd2838613c608f11e60d7f72360e5b3de6354e8a0846cc,0.14775273639854308,0.09005355113503385,0.05769918526350923,0.4810526537657352,0.2960046493883382,0.185048004377397,0.22333036910282372,0.11308271358125153,0.8611111111111112,0.9059290382819795,0.7058823529411764,-0.20004668534080305,-0.15522875816993476,0.7494519260883182,0.8342459671451827,0.7549019607843137,-0.07934400636086902,0.005450034695995476
xgboost,1,c060c06a,stress,77,57,134,True,True,True,-2.232163636147983,0.9031008633555178,0.7390490472316742,141,86,227,45a8b3d2ee0be4d60766b45ef83cd8d15b41e5d0f3f4a9a184f2e044078994d4,0.2840658714440148,0.1706395657656538,0.11342630567836098,0.9912112227148531,0.5072575763951577,0.4839536463196954,0.33692593400321474,0.12695211536285858,0.7140442025399967,0.7675243278904833,0.7347847600197922,-0.0327395678706911,0.02074055747979553,0.643921568627451,0.7224669603524229,0.7209754163362411,-0.0014915440161817894,0.07705384770879009
lightgbm,1,c060c06a,stress,77,57,134,True,True,True,-1.5568648412836792,0.825903017717765,0.7468289388875031,141,86,227,45a8b3d2ee0be4d60766b45ef83cd8d15b41e5d0f3f4a9a184f2e044078994d4,0.20016075925080887,0.12728754073641643,0.07287321851439243,0.6003332138939012,0.40281528765646624,0.19751792623743492,0.24926245924996407,0.05916371000127252,0.7543295398317664,0.8357661223816593,0.787275276265875,-0.04849084611578425,0.032945736434108586,0.6999689006375369,0.8263687600644123,0.7910809906291834,-0.03528776943522893,0.09111208999164644
xgboost,1,c060c06a,relaxation,14,119,133,True,True,True,-3.605054491471667,0.973533552502647,0.9840811938047408,17,147,164,a30353a27d4a7bcb0f05da7a47bccbe086def9e2d4d6d34d8ef4580f2f514a0d,0.09374832077942415,0.09958016822899067,-0.005831847449566524,0.5311967931994209,0.3657612698276995,0.1654355233717214,0.09474615195536103,0.09555010485590693,0.555422168867547,0.6356542617046819,0.6130452180872349,-0.022609043617446978,0.05762304921968786,0.574025974025974,0.6321794246708923,0.6190878378378378,-0.013091586833054447,0.045061863811863834
lightgbm,1,c060c06a,relaxation,14,119,133,True,True,True,-1.487700582330961,0.8157328917070524,0.9022401683357216,17,147,164,a30353a27d4a7bcb0f05da7a47bccbe086def9e2d4d6d34d8ef4580f2f514a0d,0.09017644351087908,0.09736912021944982,-0.007192676708570739,0.37866101923973017,0.3348450557864018,0.04381596345332839,0.09029062174264807,0.05994829877983253,0.5588235294117647,0.5248099239695878,0.5350140056022409,0.010204081632653073,-0.023809523809523836,0.5809913132345427,0.5271594971744896,0.5404992358634743,0.013339738688984637,-0.04049207737106841
xgboost,1,c060c06a,interest,38,43,81,True,True,True,-2.3586166018605583,0.913616688468188,0.8146394044160843,83,120,203,d2d2d2afc62db4ca588b53fb484c79202dc83691e69753709eeca6859a11f71d,0.14977391453676167,0.17348442741155867,-0.023710512874797002,0.4916777825690066,0.565164049263854,-0.07348626669484737,0.11784549241138881,0.1557032251977324,0.7813253012048194,0.7975903614457831,0.7781626506024096,-0.01942771084337347,-0.0031626506024097223,0.7885416666666667,0.7935200575553847,0.7666381313440137,-0.026881926211370977,-0.02190353532265299
lightgbm,1,c060c06a,interest,38,43,81,True,True,True,-1.3525397289085879,0.7945445326333549,0.7863301376913736,83,120,203,d2d2d2afc62db4ca588b53fb484c79202dc83691e69753709eeca6859a11f71d,0.10973000186954508,0.132299221708937,-0.022569219839391905,0.34837020267484176,0.41221578374052775,-0.063845581065686,0.07744345356375862,0.15218283580379013,0.8118975903614458,0.8369979919678714,0.8244979919678714,-0.012499999999999956,0.012600401606425615,0.8202604166666667,0.8216865118094866,0.807208084743699,-0.014478427065787614,-0.01305233192296773
xgboost,1,c060c06a,focus,162,3,165,True,False,False,0.0,0.398542545735836,0.398542545735836,220,10,230,2b8cc382aa3551b65caf887f3798dea9a55c5973a9ef8314106f5634c00f14ea,0.11349795174992444,0.11349795174992444,0.0,0.39012366732150616,0.39012366732150616,0.0,0.15029531511675526,0.15029531511675526,0.7318181818181818,0.7204545454545455,0.7204545454545455,0.0,-0.011363636363636354,0.5893719806763285,0.5699697972098374,0.5699697972098374,0.0,-0.01940218346649103
lightgbm,1,c060c06a,focus,162,3,165,True,False,False,0.0,0.4357630421520899,0.4357630421520899,220,10,230,2b8cc382aa3551b65caf887f3798dea9a55c5973a9ef8314106f5634c00f14ea,0.11871737703236297,0.11871737703236297,0.0,0.36893649534859146,0.36893649534859146,0.0,0.20831712268511726,0.20831712268511726,0.7159090909090908,0.7522727272727272,0.7522727272727272,0.0,0.036363636363636376,0.5628389968012609,0.5591666666666667,0.5591666666666667,0.0,-0.003672330134594226
xgboost,1,c112918e,attention,63,52,115,True,True,True,-5.557873565573098,0.9961578497793885,0.9940013140439988,316,177,493,8126a2bf5f4ff63741b2a79a15ad4f0db1b4ca1309d675f388195160fa918c5e,0.4262373662990219,0.15934974707223087,0.26688761922679105,1.8108940684087471,0.5318304033031969,1.2790636651055503,0.46846597618376173,0.10261210579454942,0.5994600586426375,0.7544428949438604,0.7298147750840307,-0.02462811985982971,0.13035471644139318,0.4697556358630184,0.7538077403245942,0.7369056071426914,-0.016902133181902812,0.267149971279673
lightgbm,1,c112918e,attention,63,52,115,True,True,True,-3.18437946631143,0.9602421988649417,0.9590321253397502,316,177,493,8126a2bf5f4ff63741b2a79a15ad4f0db1b4ca1309d675f388195160fa918c5e,0.3890978412069524,0.13698608855165964,0.25211175265529273,1.203574514315157,0.43024021984909183,0.7733342944660653,0.45616917562967796,0.047674533338222594,0.5750464850175213,0.7907190874633484,0.7850693699492242,-0.005649717514124242,0.21002288493170285,0.42184185213002856,0.7932242832595959,0.7882158764611453,-0.005008406798450604,0.36637402433111677
xgboost,1,c112918e,engagement,55,54,109,True,True,True,-1.8125024562281191,0.8596640468338949,0.7804114669561386,235,197,432,959460e0472e73056b3a4df2f8b435ecaeab0a8eede79db4f3c9ebea328d06f7,0.19650101463741002,0.27835672290378927,-0.08185570826637925,0.6553096914748108,1.0259877591010877,-0.370678067626277,0.14307177893089865,0.2892356661161407,0.7208445836483421,0.6415703639701912,0.6022680635057781,-0.039302300464413076,-0.11857652014256403,0.7214356604969077,0.6171138506163887,0.5574229691876751,-0.059690881428713594,-0.16401269130923257
lightgbm,1,c112918e,engagement,55,54,109,True,True,True,-1.3032139679348127,0.7863753916636329,0.7543825090080454,235,197,432,959460e0472e73056b3a4df2f8b435ecaeab0a8eede79db4f3c9ebea328d06f7,0.18103850036961303,0.2466609028918139,-0.06562240252220086,0.5486418847522448,0.7543449379199872,-0.2057030531677424,0.08718371225447764,0.24651414854945766,0.7195377470569175,0.6340317528890809,0.6183929150016201,-0.015638837887460788,-0.10114483205529745,0.7204008302274199,0.6002425093334185,0.5760384237925946,-0.024204085540823872,-0.14436240643482523
xgboost,1,c112918e,excitement,34,79,113,True,True,True,-2.954911764286429,0.9504951193922965,0.815933421254158,335,118,453,693e4056b5822d6afcffde91dc97469eea4081dfcf6bc773f6af498b88953a59,0.18736192418947262,0.08853697991062248,0.09882494427885014,0.703531998113169,0.32674039603917293,0.3767916020739961,0.21927079663495633,0.07227072373968116,0.8195927143941311,0.8568555527447508,0.8672527194535795,0.010397166708828731,0.04766000505944845,0.7426136363636364,0.8146481178396072,0.8515727391874182,0.03692462134781094,0.10895910282378174
lightgbm,1,c112918e,excitement,34,79,113,True,True,True,-1.088886023063127,0.7481718944506136,0.6813897626981784,335,118,453,693e4056b5822d6afcffde91dc97469eea4081dfcf6bc773f6af498b88953a59,0.12034938348905991,0.07885405842494742,0.04149532506411249,0.3814665012904093,0.26050174505597057,0.12096475623443875,0.15570525556807815,0.07307830509681257,0.8735643814824183,0.8775107513281053,0.8926764482671389,0.01516569693903358,0.01911206678472055,0.8224921630094044,0.8423872703655595,0.8699397071490095,0.027552436783449985,0.04744754413960506
xgboost,1,c112918e,stress,126,9,135,True,False,False,0.0,0.9574865996837616,0.9574865996837616,68,144,212,ec66442b354338929d495b8e3e7fa344c351f46cec73cc39fdc5cedac5f0527d,0.23724314300145527,0.23724314300145527,0.0,1.0818759375614668,1.0818759375614668,0.0,0.23077942997454404,0.23077942997454404,0.5890522875816994,0.6593137254901961,0.6593137254901961,0.0,0.0702614379084967,0.5769918811063712,0.6653377926421404,0.6653377926421404,0.0,0.0883459115357692
lightgbm,1,c112918e,stress,126,9,135,True,False,False,0.0,0.8338101217895257,0.8338101217895257,68,144,212,ec66442b354338929d495b8e3e7fa344c351f46cec73cc39fdc5cedac5f0527d,0.19788342199012712,0.19788342199012712,0.0,0.6147324467305633,0.6147324467305633,0.0,0.1513058416625995,0.1513058416625995,0.6184640522875817,0.6774918300653594,0.6774918300653594,0.0,0.05902777777777768,0.6191616766467065,0.6838180462341537,0.6838180462341537,0.0,0.06465636958744714
xgboost,1,c112918e,relaxation,37,62,99,True,True,True,-6.748949535150306,0.998829261999072,0.9974738657474518,221,287,508,097acc5003ebe9b1499a2c0faaca1b60ce74f7c0687377fc39504a7ae7e0c25f,0.3893555181276843,0.1400976662568684,0.24925785187081592,2.281372144931226,0.4547086270924786,1.8266635178387474,0.40430549892970896,0.07188067373148777,0.5248868778280543,0.7770350166332949,0.7989342078294732,0.021899191196178336,0.2740473300014189,0.41348522167487683,0.7832147937411096,0.8034055727554179,0.020190779014308324,0.38992035108054107
lightgbm,1,c112918e,relaxation,37,62,99,True,True,True,-3.7637387922972314,0.977329044901366,0.9673116303845952,221,287,508,097acc5003ebe9b1499a2c0faaca1b60ce74f7c0687377fc39504a7ae7e0c25f,0.34455075035805,0.11479339274996005,0.22975735760808996,1.227372148779858,0.3711407370009001,0.8562314117789578,0.3738781933715182,0.07284719506426918,0.5316742081447964,0.8085279139798509,0.8518533116811453,0.0433253977012944,0.32017910353634893,0.42705206091481185,0.8149892583120204,0.855810476407495,0.040821218095474565,0.4287584154926831
xgboost,1,c112918e,interest,53,41,94,True,True,True,-3.687468260944833,0.9755761537006196,0.9554738998413086,230,170,400,b82524c7eddc47baa9765310b629ebdb11284d0ddcc4f7fda9d964a35d95ba64,0.40839203647181677,0.15787103480114104,0.2505210016706757,1.4710514809918387,0.49197905031253614,0.9790724306793026,0.4578663397859781,0.05845576584978772,0.55,0.7758312020460358,0.7597186700767263,-0.016112531969309507,0.2097186700767263,0.4016951969419976,0.7623202546926113,0.7582558797895553,-0.004064374903056001,0.3565606828475577
lightgbm,1,c112918e,interest,53,41,94,True,True,True,-1.9924621060679848,0.880003372968553,0.8152092786466784,230,170,400,b82524c7eddc47baa9765310b629ebdb11284d0ddcc4f7fda9d964a35d95ba64,0.29977238597584477,0.14150336981892897,0.1582690161569158,0.8420492719361783,0.44440467729307387,0.3976445946431044,0.3584791279908184,0.07738560110065854,0.5869565217391304,0.7941176470588235,0.7952685421994885,0.0011508951406650203,0.20831202046035813,0.4689028651292802,0.7798624140087556,0.796798940267891,0.016936526259135443,0.3278960751386108
xgboost,1,c112918e,focus,43,61,104,True,True,True,1.5181946789403167,0.17972751596211337,0.3637196850031614,367,84,451,41e2c0bdeff43b07a35d1ff3970988af1ba4ee1fc36949358ea70c30268a5f9e,0.10259872440683755,0.12443119915556182,-0.021832474748724268,0.3948860685283193,0.4510684059213742,-0.05618233739305489,0.06691905136403976,0.11288623616970433,0.7603315168029064,0.7873686259244843,0.7931101595951733,0.00574153367068897,0.03277864279226683,0.7752285694644944,0.7940758943025312,0.7642064491424952,-0.02986944516003598,-0.011022120321999118
lightgbm,1,c112918e,focus,43,61,104,True,True,True,1.072818864878934,0.254867383730132,0.3899284830999555,367,84,451,41e2c0bdeff43b07a35d1ff3970988af1ba4ee1fc36949358ea70c30268a5f9e,0.10149929155102223,0.13621435681476565,-0.03471506526374342,0.34239217677322453,0.4262287864941598,-0.08383660972093526,0.05855865448751291,0.14275513613107774,0.7625535227715063,0.7572499026858699,0.7429122875308161,-0.014337615155053829,-0.01964123524069028,0.7869550879257021,0.7560725558416816,0.7087245654750498,-0.04734799036663184,-0.07823052245065232
xgboost,5,c1a150b1,attention,18,95,113,True,True,True,2.217011817441281,0.09823319015373293,0.4980326350778341,142,182,324,64c62c63afcbd91f0d016205c4388f2799cee00cc0b09aadce06778ca5ba7915,0.19931360406029025,0.29220760215542,-0.09289399809512977,0.6330021358685349,1.1740333538516572,-0.5410312179831223,0.17642700412963874,0.3121505488288534,0.7009750812567714,0.7009750812567714,0.6001392973223959,-0.10083578393437553,-0.10083578393437553,0.6997978436657681,0.6997978436657681,0.5521606285464863,-0.14763721511928185,-0.14763721511928185
lightgbm,5,c1a150b1,attention,18,95,113,True,True,True,0.7678647131610732,0.31694119258892045,0.5428625279163126,142,182,324,64c62c63afcbd91f0d016205c4388f2799cee00cc0b09aadce06778ca5ba7915,0.18157857863934837,0.23135595300444373,-0.049777374365095356,0.5448469685183466,0.6989792312227009,-0.15413226270435432,0.1531060971233082,0.24446158620662833,0.7002785946447918,0.7229531032347933,0.6247871846463395,-0.0981659185884538,-0.07549140999845227,0.6939770680490269,0.7222222222222222,0.5898588616655034,-0.13236336055671882,-0.10411820638352354
xgboost,5,c1a150b1,engagement,73,44,117,True,True,True,4.285818006229507,0.013575527928083673,0.0039547950727865,78,251,329,8f557d984488b50ddfc0c4200e79b56c50140033a49eab39337e11804e51d355,0.6581983692406036,0.4109234722970758,0.24727489694352778,4.081709763025552,1.5464412294335248,2.5352685335920273,0.6885955794082605,0.46188358523861084,0.5398406374501992,0.714960670139953,0.6560680355501073,-0.05889263458984573,0.11622739809990812,0.2753511256042793,0.5889057175312382,0.49465171367236654,-0.09425400385887167,0.21930058806808722
lightgbm,5,c1a150b1,engagement,73,44,117,True,True,True,2.0922801020463018,0.10984942180804073,0.0563767408275411,78,251,329,8f557d984488b50ddfc0c4200e79b56c50140033a49eab39337e11804e51d355,0.5992760127646495,0.3196126120502428,0.2796634007144067,2.069448488441634,0.8936750915288498,1.1757733969127844,0.6615778584351739,0.43296193059625754,0.5239043824701195,0.7660639493308816,0.6613545816733067,-0.10470936765757488,0.13745019920318724,0.24309573085623526,0.6430265495223006,0.4832397072954394,-0.15978684222686124,0.24014397643920415
xgboost,5,c1a150b1,excitement,129,5,134,True,False,False,0.0,0.5010953505989164,0.5010953505989164,243,52,295,cfb0ebc92f8392eee5499bf4bd05d2a866e7e08e31be4e5ea35bf796bc6e0ba6,0.04282831463289672,0.04282831463289672,0.0,0.16102692710488622,0.16102692710488622,0.0,0.038184936455062435,0.038184936455062435,0.9086736308958532,0.9086736308958532,0.9086736308958532,0.0,0.0,0.9117840553417994,0.9117840553417994,0.9117840553417994,0.0,0.0
lightgbm,5,c1a150b1,excitement,129,5,134,True,False,False,0.0,0.5162194222650339,0.5162194222650339,243,52,295,cfb0ebc92f8392eee5499bf4bd05d2a866e7e08e31be4e5ea35bf796bc6e0ba6,0.0556390948218373,0.0556390948218373,0.0,0.20027605011944366,0.20027605011944366,0.0,0.058980434203738163,0.058980434203738163,0.8853276353276354,0.8894428616650839,0.8894428616650839,0.0,0.004115226337448541,0.8882598034329459,0.8984591710704812,0.8984591710704812,0.0,0.010199367637535373
xgboost,5,c1a150b1,relaxation,109,21,130,True,True,True,-5.686950096432435,0.9966215365713323,0.8692840933799744,211,97,308,5da8bf7162e8c77122c6ceace4588a8b9a7944d025c2dc5759e2696e700daf59,0.17800108881606905,0.21857134679590753,-0.04057025797983849,0.5657761946533724,1.1380194674435278,-0.5722432727901554,0.14474561419710763,0.22581293530448932,0.7229686812918357,0.7447598573313138,0.6134020618556701,-0.13135779547564364,-0.10956661943616552,0.7042118260392372,0.7654864850165879,0.6094212332820452,-0.15606525173454266,-0.09479059275719193
