condition,estimator,lag_seconds,model,model_params_hash,n_test,n_test_participants,n_train,outer_fold,participant_macro_accuracy,participant_macro_balanced_accuracy,participant_macro_f1,participant_macro_high_recall,participant_macro_low_recall,participant_macro_pr_auc,participant_macro_precision,participant_macro_roc_auc,participant_valid_accuracy,participant_valid_balanced_accuracy,participant_valid_f1,participant_valid_high_recall,participant_valid_low_recall,participant_valid_pr_auc,participant_valid_precision,participant_valid_roc_auc,pm,protocol_hash,q_high,q_low,result_status,run_id,specification_hash,status,target_id,threshold_hash,training_time_seconds
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3382,11,16401,2,0.7156304686183933,0.7196216308450706,0.6781663274489322,0.7822580477536288,0.6826450364595696,0.9278605605809295,0.7435774093625117,0.8487287059115772,11,11,11,10,11,10,11,10,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.461981,0.396448,confirmatory,random_forest__fold_02__stress__low_high__df3c19ab0d60,df3c19ab0d60f14e98b961c3bdd521b7ca2d657100ad3623884be5aa90f4b24f,complete,target_stress,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,2.8830871999962255
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3787,11,16429,2,0.8633905827430577,0.8675039344467748,0.8094637390398752,0.82114559568847,0.8976027819040312,0.9261235668998733,0.8178137855171012,0.9473744106235582,11,11,11,10,11,10,11,10,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.404291,0.256714,confirmatory,random_forest__fold_02__relaxation__low_high__4b347c7e64dc,4b347c7e64dc1fd97be8785e47ffd47432d5cde118c61ff6790c32ce5e995dbb,complete,target_relaxation,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,2.79792399998405
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3629,11,16405,2,0.784231838553205,0.8006657561381321,0.7300303867685124,0.7857906936060275,0.7960672453616937,0.887889483786379,0.7600955821770224,0.8791968752903333,11,11,11,10,11,10,11,10,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.52968,0.47714,confirmatory,random_forest__fold_02__interest__low_high__66711cf31b81,66711cf31b8131dbd8e0390923e9fbb9aad4cc895e8ca012001f3c5dfb9fd16d,complete,target_interest,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,2.941111500025727
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4177,11,16408,2,0.7137765284445324,0.6611503219314158,0.6364679207263257,0.6713997217248309,0.7119372604766215,0.7457099571243824,0.6457677362444012,0.8194115500614363,11,11,11,10,11,10,11,10,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.460551,0.364693,confirmatory,random_forest__fold_02__focus__low_high__609cbfd34bd0,609cbfd34bd013c35647763fef189e52409d499eda8e64b0c388176a4e33c515,complete,target_focus,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,2.926021999999648
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4019,11,15726,3,0.6631519441140671,0.6586793543490465,0.6177557803780508,0.7099135873924696,0.6074451213056232,0.824624697626919,0.7237208726599892,0.7914608869963281,11,11,11,11,11,11,11,11,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.50364,0.407012,confirmatory,random_forest__fold_03__attention__low_high__89d4e274e501,89d4e274e50183be10733cdc9aea8058060af4758d5d0a4cf0ecea22ae2e8e46,complete,target_attention,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,2.7329284000152256
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4210,11,16515,3,0.7621469644478662,0.7467451569489238,0.7249851164069141,0.8244723576972994,0.6690179562005482,0.7789803870200246,0.7803030592639435,0.8512187023166436,11,11,11,11,11,11,11,11,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.689116,0.5875743333333333,confirmatory,random_forest__fold_03__engagement__low_high__011ba234fe26,011ba234fe26fb3b7e516aa1498c0426f30a257cb77ecb327dc1b3a779590ed8,complete,target_engagement,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,2.8482987000024877
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3925,11,16517,3,0.8119633702161845,0.8147976698015978,0.7967864608728227,0.7514979940601122,0.8780973455430838,0.9432539768276638,0.8346474161723813,0.9336057504452459,11,11,11,11,11,11,11,11,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.35695933333333324,0.19379133333333332,confirmatory,random_forest__fold_03__excitement__low_high__6389b0c10cbc,6389b0c10cbcc99ec5b97820e257041cdfcb334f43bcaa2fbd2144023844f8e9,complete,target_excitement,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,3.218843599985121
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4794,11,16507,3,0.712869773970398,0.7446838888061532,0.6907540042042306,0.711117202453167,0.7782505751591394,0.8445727468420213,0.7411744081247527,0.8746293815695366,11,11,11,11,11,11,11,11,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.460463,0.405259,confirmatory,random_forest__fold_03__stress__low_high__40360c969ce2,40360c969ce289122249ca25f578d6dc347945dba8f8a89e7b4b77b9f331ac44,complete,target_stress,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,2.84984930002247
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3918,11,16534,3,0.7892500704667147,0.7884655586217245,0.7733259407764059,0.7106779444767075,0.8662531727667416,0.9257693330660705,0.8113631605524719,0.9201848873612469,11,11,11,11,11,11,11,11,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.395869,0.25428966666666664,confirmatory,random_forest__fold_03__relaxation__low_high__3eb8a8321b73,3eb8a8321b7309d6c6569216fcd08bc5c4fe84335582a47622e6cb3318a64ed8,complete,target_relaxation,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,2.8388725999975577
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4428,11,16506,3,0.7168800053127351,0.7379388114758721,0.6932681185349094,0.6927322966900712,0.7831453262616729,0.8406109765938382,0.7634756638138598,0.8618536382404955,11,11,11,11,11,11,11,11,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5285816666666666,0.480798,confirmatory,random_forest__fold_03__interest__low_high__b4fcc7da2809,b4fcc7da2809efe96d0ace553e55f30362ee26ec69d918c626bcf1253daad774,complete,target_interest,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,2.8866181999910623
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4090,11,16512,3,0.7279582246404036,0.6920681891966328,0.6681476397119817,0.6373977678277476,0.7467386105655179,0.796570865205064,0.7101013976540128,0.7996885260828698,11,11,11,11,11,11,11,11,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.46152833333333326,0.3654773333333333,confirmatory,random_forest__fold_03__focus__low_high__b7046b1b94d1,b7046b1b94d16db4cffee998971698f97e9ab3b05f0fbd80684b121b46f240d8,complete,target_focus,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,2.820865399989998
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3789,10,15937,4,0.6775464314939101,0.6856371223712815,0.653692117366981,0.5958149771039679,0.7754592676385951,0.7477625555413263,0.7171441173621904,0.8116357970565075,10,10,10,10,10,10,10,10,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5079906666666667,0.410495,confirmatory,random_forest__fold_04__attention__low_high__b0c401443724,b0c401443724e4ab25e47d0ab919310686b452a8aea5825c568d7593f0b136c3,complete,target_attention,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,2.647337400005199
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3677,10,16687,4,0.7384627720960514,0.7207286606603214,0.6858002612091084,0.7496538772515479,0.6918034440690949,0.7885767837126089,0.7323785721134376,0.8289617708228348,10,10,10,10,10,10,10,10,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.6880023333333333,0.5819393333333334,confirmatory,random_forest__fold_04__engagement__low_high__1bea0803e52b,1bea0803e52be6a81c5308ef6f9280ea00ccd83ad1ad9892082fba50dff81a3b,complete,target_engagement,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,2.734579300013138
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3904,10,16689,4,0.8864044500997471,0.8467443588333585,0.8578548773346316,0.8130025318607249,0.8804861858059926,0.9384739673876948,0.8888123374397032,0.9447763745018267,10,10,10,10,10,10,10,10,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.36487366666666665,0.198937,confirmatory,random_forest__fold_04__excitement__low_high__3465e218a72c,3465e218a72c7597342b3f874e17738d43e5951b8aadf5af93e86c128603aac8,complete,target_excitement,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,3.1473119000147562
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,2955,10,16679,4,0.7543132138760958,0.7873064385585922,0.7327539797216233,0.7865713689556597,0.7880415081615246,0.9172734988199567,0.7594866670193696,0.8838170700898142,10,10,10,10,10,10,10,10,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.46365033333333333,0.39695366666666665,confirmatory,random_forest__fold_04__stress__low_high__3ccbeeef7aa8,3ccbeeef7aa8edf75e3abb5b8883da15f96b3bfb97c713d501957de6583efd5c,complete,target_stress,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,2.982784599997103
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3771,10,16707,4,0.840933753677023,0.8252732420331748,0.8237813253703725,0.7890348662015756,0.8615116178647739,0.9194118083188367,0.854873011887842,0.9417025488221922,10,10,10,10,10,10,10,10,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.403906,0.259306,confirmatory,random_forest__fold_04__relaxation__low_high__f6aba1b7d7c2,f6aba1b7d7c2852c2711d194fd5e2bdfc41d864e5b195dc32a5f6e7cca129ad1,complete,target_relaxation,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,2.8343404000042938
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3971,10,16683,4,0.7403155555366056,0.7584922475111707,0.7171745436700363,0.7486895868831065,0.7682949081392348,0.8527920608418398,0.7470641971978341,0.8597656876336854,10,10,10,10,10,10,10,10,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5286693333333333,0.4793536666666667,confirmatory,random_forest__fold_04__interest__low_high__456ae66a3cb1,456ae66a3cb109a23fcb90b7b6dfaf70edf93c5a7ad276764bc7972e8e5a0a2c,complete,target_interest,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,2.889299900009064
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3731,10,16688,4,0.7569479822855795,0.690190952206827,0.6870430311333573,0.6225322438017263,0.7578496606119278,0.7639251140227419,0.7093050479143151,0.7919121872156408,10,10,10,10,10,10,10,10,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.46338333333333337,0.365106,confirmatory,random_forest__fold_04__focus__low_high__9ab21687b635,9ab21687b63580f931ecb3d158300e4875fcea47aa58459f874b588f616b35f8,complete,target_focus,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,2.905754399980651
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3818,11,15812,5,0.7378024049940699,0.7292054531688108,0.7013642342691914,0.687622189068548,0.7707887172690733,0.7608101297583385,0.7278890005514348,0.8247087024000602,11,11,11,11,11,11,11,11,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5064886666666667,0.408289,confirmatory,random_forest__fold_05__attention__low_high__a275651174b5,a275651174b51f2b062c24142e8d01cbe24a326c9e63b3850aea232848d6dafc,complete,target_attention,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,2.6925117000064347
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4267,11,16528,5,0.6929491719336304,0.7308114282512573,0.6748801944635975,0.7098064139728156,0.7518164425296991,0.7948680314415429,0.7481138621871957,0.8160750898182969,11,11,11,11,11,11,11,11,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.6832976666666667,0.5812246666666667,confirmatory,random_forest__fold_05__engagement__low_high__bdf20db67cd3,bdf20db67cd3756c1ebd31e08f581fad733449496353dc7e370a6748552f3ec3,complete,target_engagement,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,2.7670922999968752
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3930,11,16537,5,0.8620542441249232,0.8479845016213411,0.8390534531478594,0.8653875497586107,0.8305814534840716,0.9478393412809105,0.8719509174111034,0.9491820138505601,11,11,11,11,11,11,11,11,excitement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.361125,0.196205,confirmatory,random_forest__fold_05__excitement__low_high__c010d6828582,c010d6828582e126d10228bd42290c101dcb808273e222f3fd998c29daff601a,complete,target_excitement,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,3.2653828999900725
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4380,11,16523,5,0.7271922847353639,0.7025984676012258,0.6595372365868409,0.8043931908570208,0.6008037443454309,0.8591570651705968,0.7396138604188852,0.8074613937799788,11,11,11,11,11,11,11,11,stress,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.4598493333333333,0.4021516666666667,confirmatory,random_forest__fold_05__stress__low_high__a9beecd07b94,a9beecd07b9487799945692680de17e98e58c1be89869b3848b46a959547fb2f,complete,target_stress,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,2.9148591999837663
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,4217,11,16548,5,0.8274863027050643,0.749268894894839,0.7569944415830023,0.7562399439923564,0.7422978457973216,0.8971204030782342,0.8503249710465691,0.8965714629193783,11,11,11,11,11,11,11,11,relaxation,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.3938446666666667,0.256914,confirmatory,random_forest__fold_05__relaxation__low_high__8bbdf94ed636,8bbdf94ed6365a68aa50ac9a3ea8eb37749240afdfd59c7777f72a93cc56e7ef,complete,target_relaxation,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,2.907683099998394
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3791,11,16528,5,0.6295130437381921,0.7122353076926224,0.5935930072929448,0.6720449294690567,0.7524256859161883,0.8485327928025446,0.710503145864532,0.8403080081972658,11,11,11,11,11,11,11,11,interest,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.529754,0.47852433333333333,confirmatory,random_forest__fold_05__interest__low_high__f66d7928202b,f66d7928202bdc54ada815906406fec0523624fd2470c9b4279e8f6f9aae4ac8,complete,target_interest,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,2.8150772000080906
lag_minus_10s,RandomForestClassifier,-10,random_forest,10764a881b0350bcd7d69a9dfe40e64dbe28c03e5649c47c6247d17314de711c,3778,11,16541,5,0.6682143818877511,0.6732902399910119,0.6274588543534362,0.7510913593090707,0.5954891206729535,0.7141337639076398,0.7015083160800175,0.775058264522113,11,11,11,11,11,11,11,11,focus,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.4675926666666666,0.367191,confirmatory,random_forest__fold_05__focus__low_high__703cf3161c33,703cf3161c3300250a085df42585e9dcac8c0ef274c189cda83a0243f338dc22,complete,target_focus,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,3.004794000007678
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4275,11,15241,1,0.6939167744785792,0.7231033709477117,0.6770051145335109,0.734119204768265,0.7120875371271581,0.8705063298434947,0.7589496820132795,0.8623555136649109,11,11,11,11,11,11,11,11,attention,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.5057536666666667,0.40640833333333337,confirmatory,lightgbm__fold_01__attention__low_high__0d43acce7736,0d43acce7736a88276def49550ec0f28eda91959a0a65ad3baa5858c785817a4,complete,target_attention,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,2.1827240000129677
lag_minus_10s,LGBMClassifier,-10,lightgbm,6f5020a62aa64b2ba8e9eeb74b2bb836f9767f0e14b46b7d244a45e2f8dda4ec,4556,11,15934,1,0.7699078298041435,0.7297993607784904,0.7301966263514131,0.7459861949600879,0.713612526596893,0.8479971470380014,0.7799099448499038,0.8447003858473134,11,11,11,11,11,11,11,11,engagement,a2c51deb4d94e33d71863f1f1c7927470266b7352647664f3a411fb5db819b4e,0.6855443333333333,0.5800476666666666,confirmatory,lightgbm__fold_01__engagement__low_high__6a4ee0388e74,6a4ee0388e74b4c319860de571f9d8b0aeb2dea20d79ad9810c7dd9d62c4d134,complete,target_engagement,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,2.3456083000055514
