model,input_family,context_windows,input_rule,execution_source,outer_fold,pm,n_train,n_test,n_train_subjects,n_test_subjects,threshold_hash,q_low,q_high,train_target_sample_hash,test_target_sample_hash,train_input_endpoint_hash,test_input_endpoint_hash,specification_hash,run_id
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,1,attention,14829,4124,42,11,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,0.40640833333333337,0.5057536666666667,c6423ae72bfe3eb3b8fbea1c94ca506d46d71cb03aa2b0f8714b761e7801eaa4,8ac99b0c241fbe3b664638a4829f3480d294546cdf560e46c764c97f80142ba5,daac3350a44e5538ed084d9fd37aa2fd185129f5ea4510a82a5dcbd7e3ca2bcc,1a9114cde55d4380e989bde5143b3ddb33fe018215666aa13328e3787a85af85,510c0ff0bd824c70107773e725d13e6e75bc1e166f4e0512702765bd53106704,lightgbm__fold_01__attention__510c0ff0bd82
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,1,attention,14829,4124,42,11,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,0.40640833333333337,0.5057536666666667,c6423ae72bfe3eb3b8fbea1c94ca506d46d71cb03aa2b0f8714b761e7801eaa4,8ac99b0c241fbe3b664638a4829f3480d294546cdf560e46c764c97f80142ba5,daac3350a44e5538ed084d9fd37aa2fd185129f5ea4510a82a5dcbd7e3ca2bcc,1a9114cde55d4380e989bde5143b3ddb33fe018215666aa13328e3787a85af85,3b32e78851459c90546b2789c3f8235bf7a151d039d7bd9697335a074253b5fa,xgboost__fold_01__attention__3b32e7885145
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,1,attention,14829,4124,42,11,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,0.40640833333333337,0.5057536666666667,c6423ae72bfe3eb3b8fbea1c94ca506d46d71cb03aa2b0f8714b761e7801eaa4,8ac99b0c241fbe3b664638a4829f3480d294546cdf560e46c764c97f80142ba5,daac3350a44e5538ed084d9fd37aa2fd185129f5ea4510a82a5dcbd7e3ca2bcc,1a9114cde55d4380e989bde5143b3ddb33fe018215666aa13328e3787a85af85,66a88b7fd1b476d29e765b6d9b392dbd583e607abc9c12cc2d804d4e29e84c97,torch_lstm__fold_01__attention__66a88b7fd1b4
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,1,attention,14829,4124,42,11,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,0.40640833333333337,0.5057536666666667,c6423ae72bfe3eb3b8fbea1c94ca506d46d71cb03aa2b0f8714b761e7801eaa4,8ac99b0c241fbe3b664638a4829f3480d294546cdf560e46c764c97f80142ba5,daac3350a44e5538ed084d9fd37aa2fd185129f5ea4510a82a5dcbd7e3ca2bcc,1a9114cde55d4380e989bde5143b3ddb33fe018215666aa13328e3787a85af85,a74543483a93f97db0c17c452d224438442a05a3e396918a36753ec784dde4e7,torch_transformer__fold_01__attention__a74543483a93
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,1,engagement,15238,4313,42,11,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,0.5800476666666666,0.6855443333333333,fc793e5464dbfc12e600d78994516c63d52b70da2bda8309ca049e76bbc2e173,0cfb05e70d14105666143069d6c0f6477e4d55f344d144632e3fc22f7e91b8ec,9caa35b58d015f070ff652afc129390f32c438323fd5cf061d6a04f63a0e542c,375a7aee8d33ea2496de4769145f8d0033c663948de728a3a9ca05882040a3f8,49665382ddd6d4d4a51715f0111e0ab1231a0a32d9b507c370fc29a228b25558,lightgbm__fold_01__engagement__49665382ddd6
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,1,engagement,15238,4313,42,11,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,0.5800476666666666,0.6855443333333333,fc793e5464dbfc12e600d78994516c63d52b70da2bda8309ca049e76bbc2e173,0cfb05e70d14105666143069d6c0f6477e4d55f344d144632e3fc22f7e91b8ec,9caa35b58d015f070ff652afc129390f32c438323fd5cf061d6a04f63a0e542c,375a7aee8d33ea2496de4769145f8d0033c663948de728a3a9ca05882040a3f8,8d6eb1f67204ab9d807d1dc3c67c2d908674489fb4461a45be01c408d85cf791,xgboost__fold_01__engagement__8d6eb1f67204
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,1,engagement,15238,4313,42,11,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,0.5800476666666666,0.6855443333333333,fc793e5464dbfc12e600d78994516c63d52b70da2bda8309ca049e76bbc2e173,0cfb05e70d14105666143069d6c0f6477e4d55f344d144632e3fc22f7e91b8ec,9caa35b58d015f070ff652afc129390f32c438323fd5cf061d6a04f63a0e542c,375a7aee8d33ea2496de4769145f8d0033c663948de728a3a9ca05882040a3f8,faa5ed8ea07e2c66858e806ae8f21f85362fb91c18471af4e2541d9eba13c797,torch_lstm__fold_01__engagement__faa5ed8ea07e
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,1,engagement,15238,4313,42,11,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,0.5800476666666666,0.6855443333333333,fc793e5464dbfc12e600d78994516c63d52b70da2bda8309ca049e76bbc2e173,0cfb05e70d14105666143069d6c0f6477e4d55f344d144632e3fc22f7e91b8ec,9caa35b58d015f070ff652afc129390f32c438323fd5cf061d6a04f63a0e542c,375a7aee8d33ea2496de4769145f8d0033c663948de728a3a9ca05882040a3f8,fdac70f46bba214bea9781610bd0e5b99fb2ad40a32fbabaaae2040fedda0e26,torch_transformer__fold_01__engagement__fdac70f46bba
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,1,excitement,15414,4489,42,11,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,0.198928,0.3627136666666666,b44b655945e2936897e5f9ec4278f020301e20c79068fc85e19607de2099eeb4,1391462013917ce4604f077f3b58384e4f37a48839b4bfe8a3330a4b732f7b75,8426011128852b3df07eb08ca842c70077b98ec0f82345d388bf95d4da592046,a99a435d35d7c4125a2fadc8f2daed67be36d45959240a8e0e44b5c34eca7dfb,2d4512a15d514511a8e89ee3a21e9c24b20ce401e8ab06a14101028e52993c51,lightgbm__fold_01__excitement__2d4512a15d51
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,1,excitement,15414,4489,42,11,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,0.198928,0.3627136666666666,b44b655945e2936897e5f9ec4278f020301e20c79068fc85e19607de2099eeb4,1391462013917ce4604f077f3b58384e4f37a48839b4bfe8a3330a4b732f7b75,8426011128852b3df07eb08ca842c70077b98ec0f82345d388bf95d4da592046,a99a435d35d7c4125a2fadc8f2daed67be36d45959240a8e0e44b5c34eca7dfb,e9d3558231cb9095622a09abac0d0692f5030fe29efe1bfc869036687125c515,xgboost__fold_01__excitement__e9d3558231cb
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,1,excitement,15414,4489,42,11,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,0.198928,0.3627136666666666,b44b655945e2936897e5f9ec4278f020301e20c79068fc85e19607de2099eeb4,1391462013917ce4604f077f3b58384e4f37a48839b4bfe8a3330a4b732f7b75,8426011128852b3df07eb08ca842c70077b98ec0f82345d388bf95d4da592046,a99a435d35d7c4125a2fadc8f2daed67be36d45959240a8e0e44b5c34eca7dfb,d2ac27d48cf9e0c8ebd214c73c4c5da2aa496336579e92b2a02dd4a928b1efd7,torch_lstm__fold_01__excitement__d2ac27d48cf9
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,1,excitement,15414,4489,42,11,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,0.198928,0.3627136666666666,b44b655945e2936897e5f9ec4278f020301e20c79068fc85e19607de2099eeb4,1391462013917ce4604f077f3b58384e4f37a48839b4bfe8a3330a4b732f7b75,8426011128852b3df07eb08ca842c70077b98ec0f82345d388bf95d4da592046,a99a435d35d7c4125a2fadc8f2daed67be36d45959240a8e0e44b5c34eca7dfb,9fbd7890570e81a0c04b48b57198e4dd12ab8e414712c424ed5a24e9cb1f0283,torch_transformer__fold_01__excitement__9fbd7890570e
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,1,stress,15261,4670,42,11,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,0.4029856666666667,0.461275,f11bd36835cddcbe0d0d1ef5972f0f8e5f5e32880d44951660b83bb0b25dea82,9b1e18b1b56344cc53483e31599ca852fc44a42fe2db61c1bc8cfd64b9c9018a,5111f78f81579979ed10e73c56c15c99b662b1a4a91307957511b61966dbfeb8,82c21cf30de112469971f4e0703d06c7f9e9f36cd8492c214d44bacf02221b2d,f44a9fadc88ad859973fce7f0ced041a52daeca03baa71f82f8414dfce9ffd77,lightgbm__fold_01__stress__f44a9fadc88a
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,1,stress,15261,4670,42,11,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,0.4029856666666667,0.461275,f11bd36835cddcbe0d0d1ef5972f0f8e5f5e32880d44951660b83bb0b25dea82,9b1e18b1b56344cc53483e31599ca852fc44a42fe2db61c1bc8cfd64b9c9018a,5111f78f81579979ed10e73c56c15c99b662b1a4a91307957511b61966dbfeb8,82c21cf30de112469971f4e0703d06c7f9e9f36cd8492c214d44bacf02221b2d,580776555804a1b208b7732957b59155df865a1f456ea7ff1a20060d7bbb950b,xgboost__fold_01__stress__580776555804
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,1,stress,15261,4670,42,11,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,0.4029856666666667,0.461275,f11bd36835cddcbe0d0d1ef5972f0f8e5f5e32880d44951660b83bb0b25dea82,9b1e18b1b56344cc53483e31599ca852fc44a42fe2db61c1bc8cfd64b9c9018a,5111f78f81579979ed10e73c56c15c99b662b1a4a91307957511b61966dbfeb8,82c21cf30de112469971f4e0703d06c7f9e9f36cd8492c214d44bacf02221b2d,64fe0e5af302e29bf015e6557563a21f4df61a320c218ecebcc78dcd5db7176b,torch_lstm__fold_01__stress__64fe0e5af302
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,1,stress,15261,4670,42,11,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,0.4029856666666667,0.461275,f11bd36835cddcbe0d0d1ef5972f0f8e5f5e32880d44951660b83bb0b25dea82,9b1e18b1b56344cc53483e31599ca852fc44a42fe2db61c1bc8cfd64b9c9018a,5111f78f81579979ed10e73c56c15c99b662b1a4a91307957511b61966dbfeb8,82c21cf30de112469971f4e0703d06c7f9e9f36cd8492c214d44bacf02221b2d,80d9936743b610959992b9a51e55c54e00f385b41782435097d73c9760f0f942,torch_transformer__fold_01__stress__80d9936743b6
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,1,relaxation,15503,4644,42,11,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,e77ed829d71ed9ac06c1ee8e6c6b266f42ce3a87ae373516b5232fded03290a9,bc84e731363f3568663145f3f13a3486f852a97ef07ad010386746d3fcb0a51d,a21e4f56c65b50fb430019dd4f7995f8fd1107cabedf7d3557b5589ee8579c57,1651d7caf08a2054d98c279227fb7fe21cb56256b20d6eb1ae40ffd2e00f61c3,7ba60440d8f953962b1c7775ca04c620a869992a5c2ea42a64dd3c549e1c9364,lightgbm__fold_01__relaxation__7ba60440d8f9
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,1,relaxation,15503,4644,42,11,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,e77ed829d71ed9ac06c1ee8e6c6b266f42ce3a87ae373516b5232fded03290a9,bc84e731363f3568663145f3f13a3486f852a97ef07ad010386746d3fcb0a51d,a21e4f56c65b50fb430019dd4f7995f8fd1107cabedf7d3557b5589ee8579c57,1651d7caf08a2054d98c279227fb7fe21cb56256b20d6eb1ae40ffd2e00f61c3,58e156fe60107107e0821073ebaffce027c2370039bf959504b169a29d4f2f86,xgboost__fold_01__relaxation__58e156fe6010
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,1,relaxation,15503,4644,42,11,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,e77ed829d71ed9ac06c1ee8e6c6b266f42ce3a87ae373516b5232fded03290a9,bc84e731363f3568663145f3f13a3486f852a97ef07ad010386746d3fcb0a51d,a21e4f56c65b50fb430019dd4f7995f8fd1107cabedf7d3557b5589ee8579c57,1651d7caf08a2054d98c279227fb7fe21cb56256b20d6eb1ae40ffd2e00f61c3,dd374ab751a178ab6f6dfd59f67714950289596bf393c4529f5193bb9a644511,torch_lstm__fold_01__relaxation__dd374ab751a1
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,1,relaxation,15503,4644,42,11,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,e77ed829d71ed9ac06c1ee8e6c6b266f42ce3a87ae373516b5232fded03290a9,bc84e731363f3568663145f3f13a3486f852a97ef07ad010386746d3fcb0a51d,a21e4f56c65b50fb430019dd4f7995f8fd1107cabedf7d3557b5589ee8579c57,1651d7caf08a2054d98c279227fb7fe21cb56256b20d6eb1ae40ffd2e00f61c3,ecbbcff42efcb036af1aeebc0aae36ba4c7aa4e0548e17e2c2d9559b118f655f,torch_transformer__fold_01__relaxation__ecbbcff42efc
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,1,interest,15281,4458,42,11,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,0.480751,0.5305233333333333,9da7326f78c38ff543fbb922febe89520c1ff5e22c0bf61679d5f8799c056e4c,a0e34296ec65deb14bc03518835f06d39af4c2995aa2c51aa577a4a6ca76b7a8,3783e792e169d109c983bc182efff5db76e698790b5320d63533061367d40e92,d3a725dedb9b2375f2e4149fa8651475c0e9d0544811155a8172d15458a178d6,4f9c410d0213f74a98804b9a59fa726a0ac810f55074afdb2979756ad088b149,lightgbm__fold_01__interest__4f9c410d0213
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,1,interest,15281,4458,42,11,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,0.480751,0.5305233333333333,9da7326f78c38ff543fbb922febe89520c1ff5e22c0bf61679d5f8799c056e4c,a0e34296ec65deb14bc03518835f06d39af4c2995aa2c51aa577a4a6ca76b7a8,3783e792e169d109c983bc182efff5db76e698790b5320d63533061367d40e92,d3a725dedb9b2375f2e4149fa8651475c0e9d0544811155a8172d15458a178d6,503f5c2eacf797d7ac5ef819d6b930cd089c06ea721f8630a0e518341c33e8e6,xgboost__fold_01__interest__503f5c2eacf7
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,1,interest,15281,4458,42,11,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,0.480751,0.5305233333333333,9da7326f78c38ff543fbb922febe89520c1ff5e22c0bf61679d5f8799c056e4c,a0e34296ec65deb14bc03518835f06d39af4c2995aa2c51aa577a4a6ca76b7a8,3783e792e169d109c983bc182efff5db76e698790b5320d63533061367d40e92,d3a725dedb9b2375f2e4149fa8651475c0e9d0544811155a8172d15458a178d6,df1074e148126db7ca6dd08da8bf013aebe1dd9edbbaf85f77171bbbb540fe5b,torch_lstm__fold_01__interest__df1074e14812
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,1,interest,15281,4458,42,11,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,0.480751,0.5305233333333333,9da7326f78c38ff543fbb922febe89520c1ff5e22c0bf61679d5f8799c056e4c,a0e34296ec65deb14bc03518835f06d39af4c2995aa2c51aa577a4a6ca76b7a8,3783e792e169d109c983bc182efff5db76e698790b5320d63533061367d40e92,d3a725dedb9b2375f2e4149fa8651475c0e9d0544811155a8172d15458a178d6,80124b46942c8f52d01bf04df5bbefbc056bcf4843403bbfa53926ced3e61712,torch_transformer__fold_01__interest__80124b46942c
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,1,focus,15320,4526,42,11,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,0.368801,0.4654386666666666,2988df718d7623df09d1d295278bbab5cdef554d53823e3ba6016ca649ebeadd,b8f216cddcddd47abd7dd6fc3183dc69bf119cc91b9c4e82bee68cfe4ba8686c,0b894325fee67413f1534ca2f8a4ecd6f8d5e9d54b99a0264f22dbb201283945,ad8e112e70161a72f59927633262787a285370e3403c5a4f7214f15f6ab8e30d,200d69292d5504d180b2cf0c355ad524690ef8e0795abe79cc97dc245fd7ede7,lightgbm__fold_01__focus__200d69292d55
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,1,focus,15320,4526,42,11,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,0.368801,0.4654386666666666,2988df718d7623df09d1d295278bbab5cdef554d53823e3ba6016ca649ebeadd,b8f216cddcddd47abd7dd6fc3183dc69bf119cc91b9c4e82bee68cfe4ba8686c,0b894325fee67413f1534ca2f8a4ecd6f8d5e9d54b99a0264f22dbb201283945,ad8e112e70161a72f59927633262787a285370e3403c5a4f7214f15f6ab8e30d,c0a7afe844f8367de5d9ba6a9872232346e1f4ee183ea9da522ee1a4bbc40333,xgboost__fold_01__focus__c0a7afe844f8
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,1,focus,15320,4526,42,11,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,0.368801,0.4654386666666666,2988df718d7623df09d1d295278bbab5cdef554d53823e3ba6016ca649ebeadd,b8f216cddcddd47abd7dd6fc3183dc69bf119cc91b9c4e82bee68cfe4ba8686c,0b894325fee67413f1534ca2f8a4ecd6f8d5e9d54b99a0264f22dbb201283945,ad8e112e70161a72f59927633262787a285370e3403c5a4f7214f15f6ab8e30d,3cea1f3bbdb4b340036aeb45ffa2a03a6cdf3189833d1a5714dcdefed6f131f7,torch_lstm__fold_01__focus__3cea1f3bbdb4
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,1,focus,15320,4526,42,11,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,0.368801,0.4654386666666666,2988df718d7623df09d1d295278bbab5cdef554d53823e3ba6016ca649ebeadd,b8f216cddcddd47abd7dd6fc3183dc69bf119cc91b9c4e82bee68cfe4ba8686c,0b894325fee67413f1534ca2f8a4ecd6f8d5e9d54b99a0264f22dbb201283945,ad8e112e70161a72f59927633262787a285370e3403c5a4f7214f15f6ab8e30d,f5b3613a1841ae17fa43397ebdf7cf9f3d3cccafea4b34185886a37bd48a98cd,torch_transformer__fold_01__focus__f5b3613a1841
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,2,attention,15360,3654,43,10,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,0.409755,0.5089703333333333,77cebd465a4716a4e00dc55c5b3389cee48005b315c8b1027e60c18439ca30d9,a3ebc02ec3767dad4af369512b2eb070ee9e2bbc0224438333bec9e7a41c810a,865dbd4bdaffcd2d9c86f37362cb6ac65643d7246a8f06482ed96df6253bc530,a96e5b627433c185894c56797afdf9c5b43065f3c7027558302151a7b0059a6b,638063edde180a0c7d1be2664c0ddb3751131d4ffa99dcad32fbada5fed5e96b,lightgbm__fold_02__attention__638063edde18
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,2,attention,15360,3654,43,10,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,0.409755,0.5089703333333333,77cebd465a4716a4e00dc55c5b3389cee48005b315c8b1027e60c18439ca30d9,a3ebc02ec3767dad4af369512b2eb070ee9e2bbc0224438333bec9e7a41c810a,865dbd4bdaffcd2d9c86f37362cb6ac65643d7246a8f06482ed96df6253bc530,a96e5b627433c185894c56797afdf9c5b43065f3c7027558302151a7b0059a6b,de720d16c70862aaf90f7b6270889d3a7d1d61cb60cb9baca0afbbf7a496800b,xgboost__fold_02__attention__de720d16c708
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,2,attention,15360,3654,43,10,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,0.409755,0.5089703333333333,77cebd465a4716a4e00dc55c5b3389cee48005b315c8b1027e60c18439ca30d9,a3ebc02ec3767dad4af369512b2eb070ee9e2bbc0224438333bec9e7a41c810a,865dbd4bdaffcd2d9c86f37362cb6ac65643d7246a8f06482ed96df6253bc530,a96e5b627433c185894c56797afdf9c5b43065f3c7027558302151a7b0059a6b,fb2475449575374d7ca3505297c782bb826e7f9b76adda41fe8482ffbc21f0cf,torch_lstm__fold_02__attention__fb2475449575
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,2,attention,15360,3654,43,10,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,0.409755,0.5089703333333333,77cebd465a4716a4e00dc55c5b3389cee48005b315c8b1027e60c18439ca30d9,a3ebc02ec3767dad4af369512b2eb070ee9e2bbc0224438333bec9e7a41c810a,865dbd4bdaffcd2d9c86f37362cb6ac65643d7246a8f06482ed96df6253bc530,a96e5b627433c185894c56797afdf9c5b43065f3c7027558302151a7b0059a6b,11beb5400c8e379361973461f95ef51f8135ecd3a98e31450072ab440ab47b54,torch_transformer__fold_02__attention__11beb5400c8e
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,2,engagement,15620,3657,43,10,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,0.572122,0.682083,1049b437a7b429687079327c9e4b940cb913dbbb2b26b4d66c8730f7c9b57736,440ff0940650eb12acf0dd13f0504875a80cce890af3d416dd18a2e868228165,c04403d7a2f9be6a03cf788e44d1c38187f2bbd3c5b908bed11adbc0282b4ec6,c74662013d2edba15ad6c8eee2b1cef96b32d36b89ee216a1ca90e81d5752afa,493edc5e1ccef4eba23cbaa995880cae06109f8b0860da0be835e65e11b8a307,lightgbm__fold_02__engagement__493edc5e1cce
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,2,engagement,15620,3657,43,10,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,0.572122,0.682083,1049b437a7b429687079327c9e4b940cb913dbbb2b26b4d66c8730f7c9b57736,440ff0940650eb12acf0dd13f0504875a80cce890af3d416dd18a2e868228165,c04403d7a2f9be6a03cf788e44d1c38187f2bbd3c5b908bed11adbc0282b4ec6,c74662013d2edba15ad6c8eee2b1cef96b32d36b89ee216a1ca90e81d5752afa,2ceb84b60c2665e76d874b1f4aa8537b472f4de9b55f6f1e03b67719c240cddd,xgboost__fold_02__engagement__2ceb84b60c26
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,2,engagement,15620,3657,43,10,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,0.572122,0.682083,1049b437a7b429687079327c9e4b940cb913dbbb2b26b4d66c8730f7c9b57736,440ff0940650eb12acf0dd13f0504875a80cce890af3d416dd18a2e868228165,c04403d7a2f9be6a03cf788e44d1c38187f2bbd3c5b908bed11adbc0282b4ec6,c74662013d2edba15ad6c8eee2b1cef96b32d36b89ee216a1ca90e81d5752afa,2f26ed078b845b974b9d3c30ada6180ad68b97d80daa90a93c9beeecfb874d6a,torch_lstm__fold_02__engagement__2f26ed078b84
torch_transformer,sequence_features,8,last 8 of common history: EEG(t-80s)..EEG(t-10s),new_training,2,engagement,15620,3657,43,10,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,0.572122,0.682083,1049b437a7b429687079327c9e4b940cb913dbbb2b26b4d66c8730f7c9b57736,440ff0940650eb12acf0dd13f0504875a80cce890af3d416dd18a2e868228165,c04403d7a2f9be6a03cf788e44d1c38187f2bbd3c5b908bed11adbc0282b4ec6,c74662013d2edba15ad6c8eee2b1cef96b32d36b89ee216a1ca90e81d5752afa,c8fe107b937592ff699017a4c3dedd2ab2858be66865d18d185b4f537e5e23e8,torch_transformer__fold_02__engagement__c8fe107b9375
lightgbm,single_window_features,1,371 features at EEG(t-10s),new_training,2,excitement,15790,3976,43,10,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,0.194812,0.357134,baab3c167df2c8285d603acc26e03b68cbb1ca212a442e3bc6ab9f953265b17d,bf5a9849c7be67cbee29747f8b507c9d948f122bcc1900a6a35e3d7339848f4b,0a87dbaa8aa6a6a053e44aad53fa9ed6faf5001d0b56fd2084f60db51012fe47,f417e61cafde5ee51fef95b15db33994a48c4fd338440180382d27b18e38dbbd,487bdaa4feabc1b74927a9b4f8f7baab661658e5802ca7d7b1719e56b7a33a6f,lightgbm__fold_02__excitement__487bdaa4feab
xgboost,single_window_features,1,371 features at EEG(t-10s),new_training,2,excitement,15790,3976,43,10,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,0.194812,0.357134,baab3c167df2c8285d603acc26e03b68cbb1ca212a442e3bc6ab9f953265b17d,bf5a9849c7be67cbee29747f8b507c9d948f122bcc1900a6a35e3d7339848f4b,0a87dbaa8aa6a6a053e44aad53fa9ed6faf5001d0b56fd2084f60db51012fe47,f417e61cafde5ee51fef95b15db33994a48c4fd338440180382d27b18e38dbbd,d83f1644cb0851e64439bfd4db346f4a1233b59edbc086b7ce6df767553e7226,xgboost__fold_02__excitement__d83f1644cb08
torch_lstm,sequence_features,10,371-feature windows EEG(t-100s)..EEG(t-10s),reference_neural_robustness,2,excitement,15790,3976,43,10,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,0.194812,0.357134,baab3c167df2c8285d603acc26e03b68cbb1ca212a442e3bc6ab9f953265b17d,bf5a9849c7be67cbee29747f8b507c9d948f122bcc1900a6a35e3d7339848f4b,0a87dbaa8aa6a6a053e44aad53fa9ed6faf5001d0b56fd2084f60db51012fe47,f417e61cafde5ee51fef95b15db33994a48c4fd338440180382d27b18e38dbbd,72e5b3bf96980060bca8b5843d395ac1863d4f9c00587cfd94828a2b45b90ba3,torch_lstm__fold_02__excitement__72e5b3bf9698
