outer_fold,pm,target_id,candidate_id,model_family,candidate_hash,params_json,selection_hash,threshold_source,threshold_hash,q_low,q_high,n_train,n_test,train_sample_hash,test_sample_hash,specification_hash,run_id
2,stress,target_stress,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,16401,3382,8411423f328c85b008130bdb1aaa959cb4d1107da7454c28e84663819d643639,9f7c772dc29c2a7cf04371237e41ce51d479d7f13fe8c529976221d9e8ecd988,e6bedd6070452a10bd82e0d499bfe1a4134ec42ac1d9c1599973b3fdf28734d9,outer_02__lightgbm__sample_002__stress__e6bedd607045
2,relaxation,target_relaxation,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,16429,3787,2e83a1c1225e05466fe0b2b5ffb2b245f458634c7a01109b8b7feb9fe9b3e86e,3cdadc6a3b976a0f38bab596a206e3d1a313ab79436aa9376b434606e095d57f,37ada9273d9392ebbbd22168284c3120c957c6a4bde23bef631ce1bc5d71268c,outer_02__lightgbm__sample_002__relaxation__37ada9273d93
2,interest,target_interest,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,16405,3629,c5c15f44d2e69c783960565a46f87ce02502fa98359739201710edf8deeb3c6c,795933ba013bacfaab9a48983b996ad09255b2e3dd2123782e01fbfe04c31c35,fd10cfc38e5c97c60c5544c86379637432a1756000209dca09e1cee3789cbff5,outer_02__lightgbm__sample_002__interest__fd10cfc38e5c
2,focus,target_focus,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,16408,4177,579252362f13a47c63e39500fdef5edae2a4fb3c1ab2e8ea24b60c89b6e48782,51e899bcee4bc67d7ec85e855cfc97e6ab543103a4c4d3c1a785b11312bca213,57d867ca7e9f11b1b712fdbb3c21537255b0682faa7848205e6712f08b0f6b94,outer_02__lightgbm__sample_002__focus__57d867ca7e9f
3,attention,target_attention,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,15726,4019,a5cebc76705dfe78d9069309261992d18aaefba45bd8350cd77267952e5e1ff9,40cf63640cc4471b14135e4d4948dcd6afd8344147ad160cfdf1b396c73dc02c,dac0506ebe51e4fb8479471617ce2e582febd3776462ed38474d74c1680efa60,outer_03__lightgbm__sample_002__attention__dac0506ebe51
3,engagement,target_engagement,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,16515,4210,61e4715e3fdbf84e55771724176e8af24b1d35914579776aac4f4fb3de4dcd0f,1132952bd73558ad4a208e5074be0094a6e8fdfeb9a83f0cb4881bb6a88e23f3,4e23bfb4ceaa0c367f2800734257836e054fdf46d8508e63b3198595ca495490,outer_03__lightgbm__sample_002__engagement__4e23bfb4ceaa
3,excitement,target_excitement,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,16517,3925,7a976bb97d5068a96b057954d13a2c8d561b0ceb98cd9b0d027321d726e1be60,35437ba297216ad50d48f232dbe39e93a7a2e890daab7e3ba60b008d80e798e5,4a823b8d8746af7ef65e6d4ab5f4625b318750261a0a1c48e0e831f1dd6de46b,outer_03__lightgbm__sample_002__excitement__4a823b8d8746
3,stress,target_stress,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,16507,4794,b7d9c058d17c7ccbcb337407c89dce3643aea4836abb54fc1caad17d93661355,117ac3c7da30e7d6696aee199abd4fe61bc9164e1af2b93fdb28cdba9af45ee3,ce23269011787b409cc635a53eb9c69d772fe1296a3dfb54cd7b35b3966ded58,outer_03__lightgbm__sample_002__stress__ce2326901178
3,relaxation,target_relaxation,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,0.25428966666666664,0.395869,16534,3918,859ef1bfd9ab662090b6e308b6572b188a70e20137a1c047b9d4e06fff054f2d,6021090d035e707f148926abaf58a6f571b7a2b2c75184a6ce6959b466ce42b1,22cbf8062e00439beb6651ea14ec95fe85dda8f21591fab28b2887ecf71b0bba,outer_03__lightgbm__sample_002__relaxation__22cbf8062e00
3,interest,target_interest,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,0.480798,0.5285816666666666,16506,4428,98d0d02732f3c0569a53ab5fee22fc2175491585aacdc45f62af16b2ac720089,2a57fa92941dfa3dfbc564811bf6224acd9d32b931fc61e33ac929b125d31818,f309e35f991b6399e6588d6bab68946098f2a8597e09600a31630b0b2cdda777,outer_03__lightgbm__sample_002__interest__f309e35f991b
3,focus,target_focus,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,0.3654773333333333,0.46152833333333326,16512,4090,3c290bf4d79fcee4f6815537dfbbbba754381ef0f03daff8de7166884d8b7e4e,c2425c06dedb4ddf01098ed8514112e0b61a3a21f480fd280518566a87265ae1,e7d389595460aa04ed32dd17a6893301f370c16c40939c07a882b83d9d86f274,outer_03__lightgbm__sample_002__focus__e7d389595460
4,attention,target_attention,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,0.410495,0.5079906666666667,15937,3789,d6bc4dd44a146802aea289085e20f3a5469bc59a944f3a84808d81b7aed2dd74,5ed80d114ce64d14399bb12a61f0b309514a69dd18876b7e42e5b18f2e03c958,2f70b19aff746a01152b76a9646c7442d63d862560a79c668dff630f302fc905,outer_04__lightgbm__sample_002__attention__2f70b19aff74
4,engagement,target_engagement,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,0.5819393333333334,0.6880023333333333,16687,3677,986d1415067904080d56b49303685c463e195fe0f6cc22b9219e6da5b4f26546,2113ccdf90100c1d206c6885db866dfe79f738f7b4252d399a7e2666fd34e2d7,b08624335735d5a5d4a6ebb15f4cf1838c572f2a5811cebc1fe7204d56668777,outer_04__lightgbm__sample_002__engagement__b08624335735
4,excitement,target_excitement,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,0.198937,0.36487366666666665,16689,3904,2bf159cea185c08806e5852a0521171522678bfd8d04d9dfff4d87344dd97627,5c7266b2d141299fed527809be439b1cde70b5a5b0eeac7a636706af194da1f6,ce1a661ec37dbe0581d5844b0496c78d2b442e9a1ba724ffd8c5648bb476eae9,outer_04__lightgbm__sample_002__excitement__ce1a661ec37d
4,stress,target_stress,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,0.39695366666666665,0.46365033333333333,16679,2955,8626c877b29078ccbf8827b46494b91b7bfcea537af78dcbb845acad5ad28c42,ac84b2405b30aa4b5c2f5cbc3a86954f2bcecbcdcd42d348b17baef04c9bc463,b8f60c95088ef624907db8f25e0ef21208ff516a46e554cd951119d11d185c64,outer_04__lightgbm__sample_002__stress__b8f60c95088e
4,relaxation,target_relaxation,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,0.259306,0.403906,16707,3771,8b1921d4d5c07dab4a8de8755eec16059309a05437e5489c47467415666005fb,7b62a8eca8adcf8f868002f7b50d4ef7ce598bf87d1cd10acaa55da2cd3bad38,e73a06313d6a8c3109cf4c058112a8cd75d2f1946b51abba0bccdd4b4f6b3a5b,outer_04__lightgbm__sample_002__relaxation__e73a06313d6a
4,interest,target_interest,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,0.4793536666666667,0.5286693333333333,16683,3971,dc15a575b4e8dd1791706916a39e0b9e65dc5b69242cd007fc815a7885d98e3e,e5948de105951744ccb12ab3681960ac9b6deeb89842eaba2caf66ba86dc9ad3,9fe3d0acb67d2b10ecbd0ae23b9d352a51e86e07da2d2c9dc424b77b88697977,outer_04__lightgbm__sample_002__interest__9fe3d0acb67d
4,focus,target_focus,lightgbm__sample_002,lightgbm,1e05b564d29fe00c97569cd337a22730f36a6b23b4897719ca87c58e9aad1bb5,"{""learning_rate"":0.03,""max_depth"":8,""min_child_samples"":20,""n_estimators"":400,""n_jobs"":4,""num_leaves"":63,""random_state"":42}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,0.365106,0.46338333333333337,16688,3731,433fdfdab7418b3ac1b1eba53628b0a707ee15dfd4099c8f04fe8c7220275e8e,7f4092854d93aed8b2ef29ce3554104a18a1509d66238a9a4e1307ac929e958c,342ca569a597a0011965f06f2eb7df25beefa71a4dcb32c789a795b751ce2a46,outer_04__lightgbm__sample_002__focus__342ca569a597
5,attention,target_attention,xgboost__sample_009,xgboost,e20b7814657f8f22c84f20c7bc9b22c993e29db73dd9c753b12fd40df695cdee,"{""learning_rate"":0.1,""max_depth"":7,""min_child_weight"":1.0,""n_estimators"":400,""n_jobs"":4,""random_state"":42,""subsample"":0.7}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,0.408289,0.5064886666666667,15812,3818,047be59ccbfa5b7c40042855c6bec8ef2a849ce95090b47c1e15252441077662,c0467e0af845f50ad453d29a98a73b3965bd0ee2ca9722863c091dec42b7dc3b,debffc3444c983351379da1f99590af348f229749c20b615b176b540b2ccd981,outer_05__xgboost__sample_009__attention__debffc3444c9
5,engagement,target_engagement,xgboost__sample_009,xgboost,e20b7814657f8f22c84f20c7bc9b22c993e29db73dd9c753b12fd40df695cdee,"{""learning_rate"":0.1,""max_depth"":7,""min_child_weight"":1.0,""n_estimators"":400,""n_jobs"":4,""random_state"":42,""subsample"":0.7}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,0.5812246666666667,0.6832976666666667,16528,4267,346f7b7e7729a5185038ff24672d882799d06a3b9532a846a0a88d310ca16a04,cb815790ac4c4bd8150c380a03aeaef980a5797fbf2bd2e744af9d810c2f3cb2,79026bc088e6636fecf41bc03cfbf0ef6f97cce57b4db48837ce847aed31736a,outer_05__xgboost__sample_009__engagement__79026bc088e6
5,excitement,target_excitement,xgboost__sample_009,xgboost,e20b7814657f8f22c84f20c7bc9b22c993e29db73dd9c753b12fd40df695cdee,"{""learning_rate"":0.1,""max_depth"":7,""min_child_weight"":1.0,""n_estimators"":400,""n_jobs"":4,""random_state"":42,""subsample"":0.7}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,0.196205,0.361125,16537,3930,c4809372afeffc8c0ab08e218557e903e3bed3671b35dcd9b17b3e80ec3e1e4c,69d92ca21bd937ed6ba37853b32a439042e91ec546bb2a5791a8e782bbbbc0f9,2932caba540e302d5ee9d702882d2b28d7e0e2c99dff25940b3648563e730299,outer_05__xgboost__sample_009__excitement__2932caba540e
5,stress,target_stress,xgboost__sample_009,xgboost,e20b7814657f8f22c84f20c7bc9b22c993e29db73dd9c753b12fd40df695cdee,"{""learning_rate"":0.1,""max_depth"":7,""min_child_weight"":1.0,""n_estimators"":400,""n_jobs"":4,""random_state"":42,""subsample"":0.7}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,0.4021516666666667,0.4598493333333333,16523,4380,5598d9b428cc8d2daffd3a09ae72357ec7e9584093626d817f11e57cc0f076c5,cb9d0fe9ef57ea39ce83a06723d74348653b23eb9438bcd33eca7ea7744131b8,15908c1be18009c98922a49631e4c3634e3a47f50d1d260532e54408d76d6bb7,outer_05__xgboost__sample_009__stress__15908c1be180
5,relaxation,target_relaxation,xgboost__sample_009,xgboost,e20b7814657f8f22c84f20c7bc9b22c993e29db73dd9c753b12fd40df695cdee,"{""learning_rate"":0.1,""max_depth"":7,""min_child_weight"":1.0,""n_estimators"":400,""n_jobs"":4,""random_state"":42,""subsample"":0.7}",b6f1bc21dc472fc8cb7b993d5941075deda137984301e7d1c1754c3fdaf3cc8c,full_outer_train_only,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,0.256914,0.3938446666666667,16548,4217,1f6a8f73338edc08be6c918244ea7a42d13eee1132a7c5cab422880956d63d5a,a2925eb2e32be7b101f7abaa4b3b3d73238ade4c6c7d544c0127dd248f3d08a9,28f53fecaa8227b7fd3ebd417d99da79a7019a336124621bdc774d3bd63684f2,outer_05__xgboost__sample_009__relaxation__28f53fecaa82
